"","Period","WORDSUM","SEX","RACE","EDUC","AGE","Cohort"
"2646",1998,7,1,0,14,43,1955
"2647",1998,6,1,1,16,48,1950
"2648",1998,5,0,0,15,28,1970
"2649",1998,9,0,0,18,83,1915
"2650",1998,9,0,0,12,18,1980
"2651",1998,6,0,0,12,23,1975
"2652",1998,2,0,0,13,33,1965
"2653",1998,5,0,0,13,28,1970
"2654",1998,7,1,0,16,43,1955
"2655",1998,6,1,0,16,43,1955
"2656",1998,5,0,0,6,78,1920
"2657",1998,5,1,0,12,53,1945
"2658",1998,9,0,0,12,48,1950
"2659",1998,5,1,0,12,33,1965
"2660",1998,3,0,0,9,68,1930
"2661",1998,2,1,0,8,33,1965
"2662",1998,5,0,0,11,48,1950
"2663",1998,7,1,0,12,63,1935
"2664",1998,7,0,0,16,23,1975
"2665",1998,3,1,1,12,33,1965
"2666",1998,7,0,0,14,28,1970
"2667",1998,6,1,0,16,43,1955
"2668",1998,3,0,0,11,18,1980
"2669",1998,8,0,0,18,48,1950
"2670",1998,6,0,0,14,48,1950
"2671",1998,3,1,0,12,58,1940
"2672",1998,7,1,0,12,33,1965
"2673",1998,8,1,0,14,78,1920
"2674",1998,10,1,0,15,83,1915
"2675",1998,8,1,0,12,73,1925
"2676",1998,5,0,0,14,73,1925
"2677",1998,5,0,0,10,58,1940
"2678",1998,7,1,0,6,83,1915
"2679",1998,4,0,0,11,28,1970
"2680",1998,7,0,0,16,43,1955
"2681",1998,6,0,0,15,23,1975
"2682",1998,5,1,0,16,28,1970
"2683",1998,6,0,0,12,73,1925
"2684",1998,4,0,0,12,73,1925
"2685",1998,7,1,0,16,38,1960
"2686",1998,7,1,0,13,58,1940
"2687",1998,3,0,0,14,33,1965
"2688",1998,4,0,0,12,38,1960
"2689",1998,6,0,0,12,38,1960
"2690",1998,6,1,0,14,33,1965
"2691",1998,5,1,1,14,43,1955
"2692",1998,6,0,1,13,23,1975
"2693",1998,6,1,0,7,78,1920
"2694",1998,4,1,0,11,73,1925
"2695",1998,9,1,0,14,58,1940
"2696",1998,4,1,0,16,33,1965
"2697",1998,3,0,1,12,33,1965
"2698",1998,4,0,0,12,38,1960
"2699",1998,7,0,0,12,38,1960
"2700",1998,1,1,0,4,48,1950
"2701",1998,3,1,0,8,83,1915
"2702",1998,6,1,0,12,23,1975
"2703",1998,5,0,0,12,28,1970
"2704",1998,6,1,0,13,33,1965
"2705",1998,8,0,0,12,48,1950
"2706",1998,5,1,0,16,28,1970
"2707",1998,6,0,0,12,43,1955
"2708",1998,5,1,0,12,53,1945
"2709",1998,6,1,0,11,33,1965
"2710",1998,5,1,0,12,28,1970
"2711",1998,4,1,0,11,43,1955
"2712",1998,9,1,0,16,23,1975
"2713",1998,9,0,0,14,48,1950
"2714",1998,7,0,0,14,28,1970
"2715",1998,6,0,1,12,73,1925
"2716",1998,9,1,0,12,58,1940
"2717",1998,3,1,0,12,28,1970
"2718",1998,5,1,0,12,48,1950
"2719",1998,6,0,1,17,43,1955
"2720",1998,7,1,0,12,38,1960
"2721",1998,5,1,0,12,33,1965
"2722",1998,3,0,0,13,68,1930
"2723",1998,6,1,0,10,68,1930
"2724",1998,8,1,0,16,48,1950
"2725",1998,6,1,0,12,68,1930
"2726",1998,8,0,0,13,48,1950
"2727",1998,6,1,0,14,73,1925
"2728",2000,4,0,0,8,40,1960
"2729",2000,9,1,1,12,45,1955
"2730",2000,6,1,1,12,55,1945
"2731",2000,6,0,0,11,20,1980
"2732",2000,9,0,1,15,40,1960
"2733",2000,6,0,0,13,70,1930
"2734",2000,6,0,0,16,45,1955
"2735",2000,5,0,0,8,60,1940
"2736",2000,6,1,0,11,55,1945
"2737",2000,0,1,0,13,25,1975
"2738",2000,7,0,0,15,30,1970
"2739",2000,5,1,1,14,50,1950
"2740",2000,6,1,1,13,60,1940
"2741",2000,4,1,0,12,65,1935
"2742",2000,5,0,0,12,30,1970
"2743",2000,9,0,0,17,40,1960
"2744",2000,3,1,0,16,40,1960
"2745",2000,9,0,0,19,30,1970
"2746",2000,10,1,0,19,30,1970
"2747",2000,3,0,0,9,20,1980
"2748",2000,9,1,0,18,45,1955
"2749",2000,7,1,0,14,50,1950
"2750",2000,5,1,1,11,60,1940
"2751",2000,4,1,1,14,60,1940
"2752",2000,6,0,0,12,45,1955
"2753",2000,7,0,0,16,65,1935
"2754",2000,6,1,0,12,40,1960
"2755",2000,6,0,0,16,25,1975
"2756",2000,9,0,0,16,45,1955
"2757",2000,10,0,0,16,45,1955
"2758",2000,8,1,0,17,70,1930
"2759",2000,2,0,0,12,30,1970
"2760",2000,3,0,0,12,30,1970
"2761",2000,10,1,0,12,60,1940
"2762",2000,8,1,0,18,25,1975
"2763",2000,5,1,1,14,35,1965
"2764",2000,6,0,0,12,25,1975
"2765",2000,7,1,0,16,40,1960
"2766",2000,4,1,0,14,25,1975
"2767",2000,0,1,0,14,45,1955
"2768",2000,7,1,1,12,35,1965
"2769",2000,6,0,0,16,35,1965
"2770",2000,7,1,0,12,40,1960
"2771",2000,8,0,0,13,35,1965
"2772",2000,9,0,0,20,40,1960
"2773",2000,8,1,0,20,65,1935
"2774",2000,5,1,0,11,80,1920
"2775",2000,8,0,0,17,50,1950
"2776",2000,7,1,0,12,45,1955
"2777",2000,5,1,0,16,35,1965
"2778",2000,5,0,0,12,25,1975
"2779",2000,2,1,0,12,20,1980
"2780",2000,6,1,0,13,45,1955
"2781",2000,4,0,0,12,30,1970
"2782",2000,9,0,0,16,50,1950
"2783",2000,7,0,0,12,45,1955
"2784",2000,4,1,0,14,40,1960
"2785",2000,6,0,0,12,80,1920
"2786",2000,3,0,0,6,60,1940
"2787",2000,6,1,0,11,85,1915
"2788",2000,5,1,0,9,70,1930
"2789",2000,9,1,0,18,45,1955
"2790",2000,6,0,0,17,45,1955
"2791",2000,8,1,0,18,60,1940
"2792",2000,5,1,1,16,30,1970
"2793",2000,10,0,0,12,50,1950
"2794",2000,5,1,1,7,80,1920
"2795",2000,7,0,0,12,55,1945
"2796",2000,8,1,0,18,50,1950
"2797",2000,10,1,0,12,50,1950
"2798",2000,8,1,0,16,35,1965
"2799",2000,8,1,0,15,40,1960
"2800",2000,5,0,0,12,75,1925
"2801",2000,8,1,0,12,30,1970
"2802",2000,5,0,0,14,25,1975
"2803",2000,6,1,1,13,45,1955
"2804",2000,8,0,0,20,40,1960
"2805",2000,6,1,0,11,50,1950
"2806",2000,9,1,0,16,30,1970
"2807",2000,10,0,0,12,70,1930
"2808",2000,6,0,0,16,80,1920
"2809",2000,6,1,0,15,50,1950
"2810",2000,6,1,0,15,40,1960
"2811",2000,7,1,0,16,25,1975
"2812",2000,7,0,0,16,40,1960
"2813",2000,6,1,0,12,80,1920
"2814",2000,3,0,1,12,40,1960
"2815",2000,7,0,1,12,45,1955
"2816",2000,7,1,0,14,45,1955
"2817",2000,6,1,1,12,40,1960
"2818",2000,6,0,0,10,30,1970
"2819",2000,2,0,1,11,35,1965
"2820",2000,5,0,0,12,45,1955
"2821",2000,5,0,1,12,50,1950
"2822",2000,7,1,0,14,40,1960
"2823",2000,6,1,0,12,45,1955
"2824",2000,6,1,0,16,25,1975
"2825",2000,5,0,0,8,60,1940
"2826",2000,4,0,0,12,30,1970
"2827",2000,7,1,0,12,25,1975
"2828",2000,4,1,0,10,75,1925
"2829",2000,7,1,0,12,55,1945
"2830",2000,3,1,0,12,25,1975
"2831",2000,5,1,0,12,70,1930
"2832",2000,4,1,0,10,35,1965
"2833",2000,10,1,0,19,30,1970
"2834",2000,7,1,0,16,60,1940
"2835",2000,8,0,0,14,30,1970
"2836",2000,9,1,0,20,50,1950
"2837",2000,4,0,1,13,45,1955
"2838",2000,6,1,1,12,25,1975
"2839",2000,5,0,1,12,35,1965
"2840",2000,7,1,0,12,50,1950
"2841",2000,8,0,0,12,25,1975
"2842",2000,6,0,0,16,50,1950
"2843",2000,5,0,0,14,60,1940
"2844",2000,7,0,1,12,40,1960
"2845",2000,7,1,0,12,40,1960
"2846",2000,6,0,0,16,30,1970
"2847",2000,5,0,0,14,40,1960
"2848",2000,6,1,1,16,25,1975
"2849",2000,6,0,1,16,40,1960
"2850",2000,5,1,1,13,40,1960
"2851",2000,3,0,0,12,30,1970
"2852",2000,6,0,0,17,70,1930
"2853",2000,7,0,0,16,30,1970
"2854",2000,4,0,1,16,50,1950
"2855",2000,4,1,0,14,30,1970
"2856",2000,9,0,0,15,25,1975
"2857",2000,10,0,0,16,60,1940
"2858",2000,10,1,0,12,50,1950
"2859",2000,2,1,1,11,25,1975
"2860",2000,6,0,0,16,25,1975
"2861",2000,8,1,0,14,50,1950
"2862",2000,4,0,0,13,40,1960
"2863",2000,6,0,0,13,25,1975
"2864",2000,5,1,0,12,50,1950
"2865",2000,6,0,0,12,65,1935
"2866",2000,5,0,1,12,45,1955
"2867",2000,7,0,0,8,85,1915
"2868",2000,10,0,0,18,55,1945
"2869",2000,5,1,1,13,40,1960
"2870",2000,9,0,0,8,75,1925
"2871",2000,7,0,1,14,30,1970
"2872",2000,6,1,0,12,45,1955
"2873",2000,9,1,0,18,65,1935
"2874",2000,2,1,1,11,45,1955
"2875",2000,7,0,0,17,35,1965
"2876",2000,7,1,0,16,35,1965
"2877",2000,8,1,0,16,40,1960
"2878",2000,9,1,0,14,30,1970
"2879",2000,3,1,0,12,20,1980
"2880",2000,5,1,0,14,45,1955
"2881",2000,7,1,0,17,30,1970
"2882",2000,5,1,1,12,40,1960
"2883",2000,6,1,1,10,25,1975
"2884",2000,6,1,1,11,30,1970
"2885",2000,9,1,0,12,70,1930
"2886",2000,7,1,0,14,70,1930
"2887",2000,8,1,0,16,30,1970
"2888",2000,10,1,0,12,50,1950
"2889",2000,7,1,0,12,55,1945
"2890",2000,5,1,1,11,30,1970
"2891",2000,6,1,1,12,30,1970
"2892",2000,6,0,0,14,30,1970
"2893",2000,6,0,0,12,60,1940
"2894",2000,9,0,0,17,30,1970
"2895",2000,6,1,0,12,45,1955
"2896",2000,8,1,1,16,40,1960
"2897",2000,8,1,0,16,50,1950
"2898",2000,2,0,1,11,50,1950
"2899",2000,6,0,0,20,40,1960
"2900",2000,4,1,0,13,25,1975
"2901",2000,7,0,0,12,25,1975
"2902",2000,2,0,0,6,60,1940
"2903",2000,3,1,0,12,50,1950
"2904",2000,8,1,0,16,55,1945
"2905",2000,7,0,0,12,35,1965
"2906",2000,9,0,0,15,25,1975
"2907",2000,5,1,0,12,55,1945
"2908",2000,5,1,0,16,45,1955
"2909",2000,7,1,0,13,75,1925
"2910",2000,6,1,0,12,65,1935
"2911",2000,6,1,0,16,50,1950
"2912",2000,8,1,0,13,75,1925
"2913",2000,8,0,0,12,35,1965
"2914",2000,6,0,0,12,45,1955
"2915",2000,5,1,0,9,80,1920
"2916",2000,6,1,0,11,75,1925
"2917",2000,7,0,0,17,25,1975
"2918",2000,6,1,0,10,20,1980
"2919",2000,4,1,0,12,20,1980
"2920",2000,5,0,0,12,50,1950
"2921",2000,10,1,0,13,45,1955
"2922",2000,3,0,0,12,25,1975
"2923",2000,5,1,1,10,20,1980
"2924",2000,2,0,1,12,55,1945
"2925",2000,4,0,0,15,35,1965
"2926",2000,2,0,0,12,45,1955
"2927",2000,6,0,0,10,20,1980
"2928",2000,7,0,0,14,35,1965
"2929",2000,6,0,0,12,55,1945
"2930",2000,8,1,0,15,50,1950
"2931",2000,5,0,0,12,30,1970
"2932",2000,8,0,0,11,20,1980
"2933",2000,8,1,0,18,40,1960
"2934",2000,8,0,0,16,50,1950
"2935",2000,5,1,0,12,50,1950
"2936",2000,7,1,0,12,20,1980
"2937",2000,4,0,0,12,25,1975
"2938",2000,4,1,0,12,30,1970
"2939",2000,6,1,0,10,55,1945
"2940",2000,5,1,1,12,35,1965
"2941",2000,2,1,0,3,80,1920
"2942",2000,4,0,0,12,45,1955
"2943",2000,2,0,0,12,45,1955
"2944",2000,6,0,0,15,35,1965
"2945",2000,6,1,0,12,60,1940
"2946",2000,6,1,0,12,45,1955
"2947",2000,8,0,0,16,45,1955
"2948",2000,8,0,0,14,85,1915
"2949",2000,8,1,0,12,85,1915
"2950",2000,8,1,0,12,40,1960
"2951",2000,7,1,0,15,40,1960
"2952",2000,6,1,0,9,60,1940
"2953",2000,4,1,0,10,45,1955
"2954",2000,5,0,0,10,30,1970
"2955",2000,7,1,0,12,70,1930
"2956",2000,6,0,0,12,30,1970
"2957",2000,6,1,0,14,45,1955
"2958",2000,4,1,0,8,70,1930
"2959",2000,7,1,0,10,60,1940
"2960",2000,5,1,0,13,50,1950
"2961",2000,5,0,0,12,35,1965
"2962",2000,7,1,0,16,35,1965
"2963",2000,9,0,0,17,25,1975
"2964",2000,6,0,0,12,30,1970
"2965",2000,9,1,0,17,75,1925
"2966",2000,3,1,0,9,75,1925
"2967",2000,6,1,0,13,35,1965
"2968",2000,7,0,0,14,55,1945
"2969",2004,1,1,1,9,39,1965
"2970",2004,9,0,0,19,29,1975
"2971",2004,0,0,0,12,49,1955
"2972",2004,9,0,0,16,74,1930
"2973",2004,7,0,0,16,49,1955
"2974",2004,10,1,0,18,59,1945
"2975",2004,8,1,0,12,69,1935
"2976",2004,9,1,0,12,79,1925
"2977",2004,6,1,0,14,74,1930
"2978",2004,10,1,0,18,34,1970
"2979",2004,3,0,0,11,19,1985
"2980",2004,5,1,0,12,24,1980
"2981",2004,6,0,0,15,49,1955
"2982",2004,10,0,0,18,74,1930
"2983",2004,0,0,0,12,69,1935
"2984",2004,8,1,0,12,79,1925
"2985",2004,6,1,0,15,64,1940
"2986",2004,7,0,0,14,64,1940
"2987",2004,0,0,0,12,49,1955
"2988",2004,6,0,0,15,24,1980
"2989",2004,7,1,0,14,44,1960
"2990",2004,9,1,0,16,34,1970
"2991",2004,5,1,0,10,64,1940
"2992",2004,8,1,0,18,59,1945
"2993",2004,8,1,0,17,49,1955
"2994",2004,5,0,0,14,44,1960
"2995",2004,9,1,0,20,44,1960
"2996",2004,7,1,0,17,24,1980
"2997",2004,4,1,1,11,24,1980
"2998",2004,6,1,1,14,54,1950
"2999",2004,8,0,0,20,49,1955
"3000",2004,10,1,0,18,39,1965
"3001",2004,0,0,0,14,49,1955
"3002",2004,6,1,0,16,39,1965
"3003",2004,5,1,1,15,24,1980
"3004",2004,8,0,1,15,54,1950
"3005",2004,4,1,1,13,24,1980
"3006",2004,7,0,0,16,24,1980
"3007",2004,5,0,0,16,89,1915
"3008",2004,9,0,0,16,44,1960
"3009",2004,9,0,0,16,69,1935
"3010",2004,8,0,0,20,29,1975
"3011",2004,10,1,0,20,59,1945
"3012",2004,9,0,0,16,84,1920
"3013",2004,9,1,0,18,24,1980
"3014",2004,3,0,1,12,34,1970
"3015",2004,7,0,0,13,44,1960
"3016",2004,7,1,0,20,59,1945
"3017",2004,6,1,0,12,19,1985
"3018",2004,6,1,0,15,19,1985
"3019",2004,1,1,0,15,34,1970
"3020",2004,5,0,1,7,69,1935
"3021",2004,5,0,1,11,19,1985
"3022",2004,7,1,1,14,44,1960
"3023",2004,4,1,1,15,24,1980
"3024",2004,10,0,0,16,34,1970
"3025",2004,7,0,0,16,34,1970
"3026",2004,6,0,0,16,49,1955
"3027",2004,7,0,0,15,34,1970
"3028",2004,4,0,1,14,34,1970
"3029",2004,5,1,1,13,19,1985
"3030",2004,5,0,0,14,44,1960
"3031",2004,5,0,0,16,49,1955
"3032",2004,4,1,1,12,44,1960
"3033",2004,9,0,0,16,24,1980
"3034",2004,5,0,1,9,64,1940
"3035",2004,7,1,1,16,59,1945
"3036",2004,6,1,1,13,44,1960
"3037",2004,5,1,0,16,54,1950
"3038",2004,5,1,0,12,74,1930
"3039",2004,5,1,1,18,24,1980
"3040",2004,4,1,0,15,54,1950
"3041",2004,4,0,1,14,29,1975
"3042",2004,5,0,1,12,29,1975
"3043",2004,6,1,1,18,39,1965
"3044",2004,6,1,0,14,19,1985
"3045",2004,8,0,0,15,34,1970
"3046",2004,5,1,1,11,34,1970
"3047",2004,5,0,0,17,29,1975
"3048",2004,10,1,0,14,59,1945
"3049",2004,6,1,0,14,44,1960
"3050",2004,5,1,0,12,19,1985
"3051",2004,5,0,0,14,64,1940
"3052",2004,4,1,1,9,39,1965
"3053",2004,4,1,0,8,64,1940
"3054",2004,3,1,0,12,69,1935
"3055",2004,7,1,0,12,79,1925
"3056",2004,1,0,0,16,49,1955
"3057",2004,10,1,0,18,64,1940
"3058",2004,7,0,0,20,64,1940
"3059",2004,9,1,0,14,29,1975
"3060",2004,7,0,0,18,44,1960
"3061",2004,6,1,0,12,39,1965
"3062",2004,6,1,0,16,74,1930
"3063",2004,8,1,0,18,64,1940
"3064",2004,8,0,0,18,34,1970
"3065",2004,6,1,1,14,34,1970
"3066",2004,4,0,1,6,59,1945
"3067",2004,1,1,1,11,19,1985
"3068",2004,8,0,0,12,34,1970
"3069",2004,3,1,0,12,19,1985
"3070",2004,9,0,0,20,69,1935
"3071",2004,9,0,0,13,44,1960
"3072",2004,5,1,0,14,34,1970
"3073",2004,8,1,0,14,49,1955
"3074",2004,10,1,0,16,24,1980
"3075",2004,6,1,0,12,89,1915
"3076",2004,7,0,0,14,44,1960
"3077",2004,4,1,1,16,44,1960
"3078",2004,6,0,0,13,54,1950
"3079",2004,9,1,0,12,89,1915
"3080",2004,6,0,0,12,74,1930
"3081",2004,7,0,0,12,74,1930
"3082",2004,6,1,0,14,34,1970
"3083",2004,6,1,0,16,24,1980
"3084",2004,6,1,0,12,74,1930
"3085",2004,5,1,0,14,29,1975
"3086",2004,6,1,0,12,44,1960
"3087",2004,7,0,0,12,59,1945
"3088",2004,6,1,0,16,44,1960
"3089",2004,6,1,0,14,44,1960
"3090",2004,7,1,0,12,79,1925
"3091",2004,8,0,0,13,19,1985
"3092",2004,7,1,0,7,24,1980
"3093",2004,5,1,0,16,24,1980
"3094",2004,8,0,0,12,54,1950
"3095",2004,7,0,0,16,24,1980
"3096",2004,10,1,0,12,49,1955
"3097",2004,4,1,0,11,29,1975
"3098",2004,9,0,1,15,44,1960
"3099",2004,8,1,0,14,24,1980
"3100",2004,5,0,1,14,54,1950
"3101",2004,9,1,0,20,64,1940
"3102",2004,8,0,0,19,29,1975
"3103",2004,3,1,1,11,19,1985
"3104",2004,2,1,0,9,34,1970
"3105",2004,6,0,0,12,49,1955
"3106",2004,8,1,0,16,24,1980
"3107",2004,5,1,1,9,19,1985
"3108",2004,6,1,1,17,54,1950
"3109",2004,4,0,1,12,74,1930
"3110",2004,7,0,0,9,39,1965
"3111",2004,7,1,1,12,24,1980
"3112",2004,6,1,1,15,34,1970
"3113",2004,7,1,0,11,79,1925
"3114",2004,4,1,0,12,39,1965
"3115",2004,5,0,0,14,44,1960
"3116",2004,4,1,0,8,89,1915
"3117",2004,10,1,0,13,64,1940
"3118",2004,6,0,0,9,44,1960
"3119",2004,6,0,0,14,59,1945
"3120",2004,6,0,0,16,34,1970
"3121",2004,7,1,0,12,64,1940
"3122",2004,8,1,0,19,44,1960
"3123",2004,3,0,1,9,49,1955
"3124",2004,7,0,1,19,44,1960
"3125",2004,9,1,0,20,49,1955
"3126",2004,6,1,0,15,49,1955
"3127",2004,4,0,0,12,29,1975
"3128",2004,5,1,0,12,74,1930
"3129",2004,3,0,0,5,59,1945
"3130",2004,6,0,0,16,59,1945
"3131",2004,6,1,0,12,24,1980
"3132",2004,6,0,0,18,34,1970
"3133",2004,4,1,0,12,79,1925
"3134",2004,5,1,0,15,24,1980
"3135",2004,10,0,0,18,64,1940
"3136",2004,8,0,0,20,29,1975
"3137",2004,8,1,0,12,44,1960
"3138",2004,4,0,0,13,49,1955
"3139",2004,6,0,0,18,49,1955
"3140",2004,9,0,0,18,24,1980
"3141",2004,9,0,0,14,64,1940
"3142",2004,8,1,0,20,49,1955
"3143",2004,10,1,0,17,89,1915
"3144",2004,10,0,0,16,24,1980
"3145",2004,5,1,0,16,29,1975
"3146",2004,6,0,0,12,39,1965
"3147",2004,5,1,0,12,39,1965
"3148",2004,9,0,0,12,34,1970
"3149",2004,9,0,0,20,34,1970
"3150",2004,7,0,0,19,39,1965
"3151",2004,8,0,0,16,44,1960
"3152",2004,9,0,0,18,69,1935
"3153",2004,3,1,0,12,89,1915
"3154",2004,8,1,0,12,54,1950
"3155",2004,4,0,0,12,54,1950
"3156",2004,4,0,0,14,19,1985
"3157",2004,7,0,0,12,49,1955
"3158",2004,5,1,0,13,29,1975
"3159",2004,2,1,0,8,89,1915
"3160",2004,6,1,0,12,34,1970
"3161",2004,6,0,0,10,34,1970
"3162",2004,6,0,0,13,59,1945
"3163",2004,6,1,0,16,59,1945
"3164",2004,5,1,0,12,49,1955
"3165",2004,6,1,0,8,59,1945
"3166",2004,4,0,0,8,79,1925
"3167",2004,6,1,0,13,84,1920
"3168",2004,5,0,0,13,59,1945
"3169",2004,9,1,0,16,49,1955
"3170",2004,6,0,0,12,24,1980
"3171",2004,3,0,0,10,54,1950
"3172",2004,7,1,0,16,39,1965
"3173",2004,7,0,0,11,54,1950
"3174",2004,3,0,0,12,59,1945
"3175",2004,4,1,0,12,54,1950
"3176",2004,6,1,0,12,74,1930
"3177",2004,7,0,0,12,54,1950
"3178",2004,7,0,0,14,49,1955
"3179",2004,7,1,0,15,44,1960
"3180",2004,6,1,0,12,19,1985
"3181",2004,6,1,0,14,34,1970
"3182",2004,6,0,0,12,34,1970
"3183",2004,7,0,0,14,44,1960
"3184",2004,10,1,0,20,69,1935
"3185",2004,6,1,0,8,54,1950
"3186",2004,4,1,0,12,59,1945
"3187",2004,5,0,0,12,74,1930
"3188",2004,6,0,1,13,24,1980
"3189",2004,6,0,0,16,69,1935
"3190",2004,2,1,0,12,54,1950
"3191",2004,3,1,1,12,49,1955
"3192",2004,7,1,1,19,49,1955
"3193",2004,6,0,0,17,54,1950
"3194",2004,7,0,0,14,64,1940
"3195",2004,2,1,1,10,64,1940
"3196",2004,7,1,1,12,24,1980
"3197",2004,7,1,0,12,39,1965
"3198",2004,7,1,1,12,69,1935
"3199",2004,6,0,0,13,84,1920
"3200",2004,4,1,0,13,39,1965
"3201",2004,4,0,0,15,44,1960
"3202",2004,5,0,0,16,39,1965
"3203",2004,4,0,0,11,19,1985
"3204",2004,7,1,0,16,49,1955
"3205",2004,5,0,0,8,69,1935
"3206",2004,3,0,0,8,74,1930
"3207",2004,5,0,0,11,54,1950
"3208",2004,7,1,0,11,19,1985
"3209",2004,7,1,0,16,79,1925
"3210",2004,6,1,0,13,34,1970
"3211",2004,7,0,0,14,39,1965
"3212",2004,6,1,0,14,49,1955
"3213",2004,6,0,0,14,49,1955
"3214",2004,5,1,0,13,24,1980
"3215",2004,5,0,0,10,49,1955
"3216",2004,7,0,0,13,54,1950
"3217",2004,0,1,0,12,19,1985
"3218",2004,6,1,0,16,39,1965
"3219",2004,7,0,0,19,34,1970
"3220",2004,8,0,0,16,49,1955
"3221",2004,7,0,0,11,64,1940
"3222",2004,7,0,0,16,34,1970
"3223",2004,8,1,0,14,34,1970
"3224",2004,5,1,0,12,34,1970
"3225",2004,6,0,0,16,74,1930
"3226",2004,5,1,0,17,24,1980
"3227",2004,4,1,0,12,89,1915
"3228",2004,9,1,0,16,39,1965
"3229",2006,5,1,0,13,31,1975
"3230",2006,7,1,0,18,36,1970
"3231",2006,10,0,0,14,51,1955
"3232",2006,6,1,0,16,31,1975
"3233",2006,2,1,1,12,56,1950
"3234",2006,7,1,1,16,31,1975
"3235",2006,7,0,0,10,86,1920
"3236",2006,10,1,0,18,71,1935
"3237",2006,7,0,1,13,51,1955
"3238",2006,5,0,1,15,66,1940
"3239",2006,6,1,0,14,46,1960
"3240",2006,7,1,0,17,26,1980
"3241",2006,6,1,0,12,56,1950
"3242",2006,9,1,0,16,46,1960
"3243",2006,5,1,1,9,71,1935
"3244",2006,7,0,1,12,36,1970
"3245",2006,3,0,0,12,71,1935
"3246",2006,5,0,0,12,46,1960
"3247",2006,4,0,0,16,36,1970
"3248",2006,5,0,1,14,36,1970
"3249",2006,6,0,0,17,51,1955
"3250",2006,6,0,0,14,21,1985
"3251",2006,6,0,1,14,36,1970
"3252",2006,7,1,0,15,21,1985
"3253",2006,9,1,0,16,61,1945
"3254",2006,7,1,0,16,66,1940
"3255",2006,7,0,0,15,51,1955
"3256",2006,7,1,0,16,66,1940
"3257",2006,5,1,0,13,31,1975
"3258",2006,9,1,0,13,81,1925
"3259",2006,7,0,0,12,21,1985
"3260",2006,6,1,1,14,56,1950
"3261",2006,5,1,0,11,51,1955
"3262",2006,7,0,0,12,31,1975
"3263",2006,7,1,0,12,86,1920
"3264",2006,5,1,1,13,36,1970
"3265",2006,5,0,0,14,21,1985
"3266",2006,6,1,0,16,41,1965
"3267",2006,7,0,1,15,56,1950
"3268",2006,7,1,0,13,61,1945
"3269",2006,6,1,0,13,81,1925
"3270",2006,5,1,0,6,31,1975
"3271",2006,6,0,1,11,36,1970
"3272",2006,4,1,1,15,46,1960
"3273",2006,10,1,0,19,41,1965
"3274",2006,4,0,0,16,66,1940
"3275",2006,9,0,0,20,76,1930
"3276",2006,6,1,0,12,61,1945
"3277",2006,5,0,0,12,21,1985
"3278",2006,9,1,0,17,31,1975
"3279",2006,6,0,0,12,31,1975
"3280",2006,5,0,0,14,41,1965
"3281",2006,6,0,0,14,41,1965
"3282",2006,8,1,0,12,56,1950
"3283",2006,2,0,0,12,46,1960
"3284",2006,5,1,1,15,46,1960
"3285",2006,4,0,0,9,86,1920
"3286",2006,9,1,0,17,51,1955
"3287",2006,7,0,0,16,26,1980
"3288",2006,6,1,0,12,46,1960
"3289",2006,6,1,1,2,31,1975
"3290",2006,5,0,0,12,71,1935
"3291",2006,7,0,0,18,71,1935
"3292",2006,8,0,0,16,26,1980
"3293",2006,7,1,0,19,26,1980
"3294",2006,8,0,0,16,46,1960
"3295",2006,5,0,0,16,86,1920
"3296",2006,9,0,0,18,51,1955
"3297",2006,9,1,0,20,76,1930
"3298",2006,5,0,0,14,21,1985
"3299",2006,8,1,0,15,36,1970
"3300",2006,5,0,0,12,61,1945
"3301",2006,9,0,0,20,56,1950
"3302",2006,5,0,1,12,46,1960
"3303",2006,7,1,0,14,36,1970
"3304",2006,6,1,1,16,51,1955
"3305",2006,9,0,0,15,56,1950
"3306",2006,6,0,0,11,56,1950
"3307",2006,4,1,1,13,76,1930
"3308",2006,9,1,0,12,71,1935
"3309",2006,6,1,0,14,86,1920
"3310",2006,7,1,0,18,26,1980
"3311",2006,9,1,0,18,61,1945
"3312",2006,8,1,0,15,21,1985
"3313",2006,6,1,0,13,76,1930
"3314",2006,9,0,0,19,81,1925
"3315",2006,9,1,0,16,66,1940
"3316",2006,5,1,0,16,31,1975
"3317",2006,8,0,0,6,41,1965
"3318",2006,7,1,0,14,51,1955
"3319",2006,5,1,0,12,36,1970
"3320",2006,7,1,0,16,46,1960
"3321",2006,5,1,0,8,81,1925
"3322",2006,6,1,0,14,41,1965
"3323",2006,7,1,0,16,46,1960
"3324",2006,8,1,0,12,71,1935
"3325",2006,4,0,0,11,66,1940
"3326",2006,5,1,0,13,76,1930
"3327",2006,6,0,0,13,36,1970
"3328",2006,4,1,1,14,36,1970
"3329",2006,3,0,0,12,21,1985
"3330",2006,10,0,0,18,51,1955
"3331",2006,5,0,0,14,51,1955
"3332",2006,9,1,0,14,56,1950
"3333",2006,7,1,0,16,26,1980
"3334",2006,7,1,0,14,46,1960
"3335",2006,3,0,1,11,26,1980
"3336",2006,6,1,0,12,31,1975
"3337",2006,5,1,0,13,36,1970
"3338",2006,6,0,0,14,56,1950
"3339",2006,6,0,0,16,56,1950
"3340",2006,9,1,0,20,51,1955
"3341",2006,6,1,1,13,51,1955
"3342",2006,8,0,1,18,26,1980
"3343",2006,7,0,0,16,66,1940
