"","Period","WORDSUM","SEX","RACE","EDUC","AGE","Cohort"
"1",1974,5,1,0,10,69,1905
"2",1974,5,1,0,11,54,1920
"3",1974,1,0,0,0,80,1894
"4",1974,2,0,0,9,59,1915
"5",1974,5,1,0,12,54,1920
"6",1974,8,0,0,14,39,1935
"7",1974,5,1,0,12,54,1920
"8",1974,3,0,1,14,59,1915
"9",1974,6,1,0,13,69,1905
"10",1974,8,0,0,16,24,1950
"11",1974,10,1,0,16,29,1945
"12",1974,10,1,0,16,29,1945
"13",1974,5,0,0,12,54,1920
"14",1974,2,0,0,12,39,1935
"15",1974,9,1,0,16,29,1945
"16",1974,8,1,0,12,34,1940
"17",1974,4,1,0,12,19,1955
"18",1974,6,1,1,16,44,1930
"19",1974,10,0,0,20,54,1920
"20",1974,6,0,0,9,64,1910
"21",1974,9,0,0,19,54,1920
"22",1974,8,1,0,13,39,1935
"23",1974,6,0,0,8,44,1930
"24",1974,8,0,0,12,49,1925
"25",1974,5,1,0,11,19,1955
"26",1974,8,1,0,12,39,1935
"27",1974,4,0,0,14,24,1950
"28",1974,6,1,0,13,54,1920
"29",1974,9,1,0,13,24,1950
"30",1974,6,0,0,11,69,1905
"31",1974,1,0,0,12,44,1930
"32",1974,7,1,0,8,59,1915
"33",1974,7,1,0,12,54,1920
"34",1974,10,1,0,16,69,1905
"35",1974,6,1,0,8,64,1910
"36",1974,4,0,0,12,29,1945
"37",1974,3,0,0,8,80,1894
"38",1974,8,1,0,12,54,1920
"39",1974,7,0,0,12,49,1925
"40",1974,4,0,0,7,69,1905
"41",1974,4,0,0,8,74,1900
"42",1974,4,1,0,6,80,1894
"43",1974,6,1,0,11,34,1940
"44",1974,4,1,0,12,19,1955
"45",1974,3,0,0,7,74,1900
"46",1974,6,1,0,12,59,1915
"47",1974,8,0,0,10,59,1915
"48",1974,3,0,0,9,59,1915
"49",1974,4,1,0,11,74,1900
"50",1974,5,1,0,12,44,1930
"51",1974,9,1,0,12,39,1935
"52",1974,7,0,0,16,69,1905
"53",1974,7,1,0,12,24,1950
"54",1974,7,0,0,14,24,1950
"55",1974,6,1,0,12,49,1925
"56",1974,7,0,0,12,39,1935
"57",1974,4,0,0,8,69,1905
"58",1974,7,1,0,12,39,1935
"59",1974,5,0,0,12,29,1945
"60",1974,6,1,0,16,34,1940
"61",1974,4,1,0,12,29,1945
"62",1974,6,1,0,12,24,1950
"63",1974,5,0,0,8,54,1920
"64",1974,7,1,0,12,59,1915
"65",1974,9,1,0,12,59,1915
"66",1974,4,0,1,12,54,1920
"67",1974,4,1,1,10,54,1920
"68",1974,5,1,0,11,19,1955
"69",1974,5,0,0,8,59,1915
"70",1974,6,1,1,18,44,1930
"71",1974,8,1,0,15,80,1894
"72",1974,4,1,0,12,19,1955
"73",1974,10,0,0,17,34,1940
"74",1974,4,1,1,11,39,1935
"75",1974,6,1,0,12,39,1935
"76",1974,6,0,0,16,29,1945
"77",1974,7,0,0,12,24,1950
"78",1974,10,1,0,17,54,1920
"79",1974,6,1,1,6,59,1915
"80",1974,8,0,0,8,80,1894
"81",1974,5,0,0,8,64,1910
"82",1974,2,0,0,5,74,1900
"83",1974,9,1,0,14,44,1930
"84",1974,9,0,0,16,69,1905
"85",1974,4,1,1,10,39,1935
"86",1974,6,0,0,12,19,1955
"87",1974,7,1,0,13,49,1925
"88",1974,6,1,0,5,79,1895
"89",1974,4,1,0,14,54,1920
"90",1974,7,1,0,16,24,1950
"91",1974,9,1,0,16,24,1950
"92",1974,3,1,1,11,44,1930
"93",1974,4,1,1,13,34,1940
"94",1974,7,0,0,15,39,1935
"95",1974,5,0,0,14,24,1950
"96",1974,6,1,0,12,34,1940
"97",1974,3,1,1,15,29,1945
"98",1974,6,0,0,14,74,1900
"99",1974,3,0,0,12,24,1950
"100",1974,7,0,0,18,39,1935
"101",1974,10,0,0,9,59,1915
"102",1974,6,0,0,12,69,1905
"103",1974,5,1,0,12,29,1945
"104",1974,10,1,0,12,54,1920
"105",1974,5,0,1,14,34,1940
"106",1974,5,1,1,5,74,1900
"107",1974,4,0,0,12,19,1955
"108",1974,7,1,0,12,39,1935
"109",1974,6,0,0,8,59,1915
"110",1974,7,1,0,12,29,1945
"111",1974,5,0,1,11,19,1955
"112",1974,4,1,1,11,49,1925
"113",1974,6,0,0,13,29,1945
"114",1974,5,0,0,12,19,1955
"115",1974,6,1,0,12,24,1950
"116",1974,5,0,0,8,69,1905
"117",1974,5,0,0,12,24,1950
"118",1974,4,0,0,12,44,1930
"119",1974,2,0,0,6,74,1900
"120",1974,5,1,0,8,69,1905
"121",1974,10,1,0,14,24,1950
"122",1974,5,1,0,10,44,1930
"123",1974,4,1,0,11,29,1945
"124",1974,9,0,0,17,49,1925
"125",1974,4,0,0,8,49,1925
"126",1974,6,0,0,14,44,1930
"127",1974,6,1,0,8,59,1915
"128",1974,6,0,0,12,59,1915
"129",1974,4,0,1,10,39,1935
"130",1974,6,1,0,12,49,1925
"131",1974,4,1,1,11,19,1955
"132",1974,2,1,1,8,39,1935
"133",1974,5,0,0,9,54,1920
"134",1974,8,0,0,12,24,1950
"135",1974,7,0,0,14,29,1945
"136",1974,7,0,0,11,54,1920
"137",1974,2,1,0,8,69,1905
"138",1974,3,1,0,10,39,1935
"139",1974,7,0,0,12,24,1950
"140",1974,10,1,0,14,29,1945
"141",1974,9,1,0,17,44,1930
"142",1974,5,0,0,17,69,1905
"143",1974,8,1,0,16,34,1940
"144",1974,9,1,0,16,34,1940
"145",1974,7,1,0,12,29,1945
"146",1974,4,1,0,12,39,1935
"147",1974,5,0,0,13,24,1950
"148",1974,6,0,0,12,44,1930
"149",1974,5,0,0,9,39,1935
"150",1974,9,1,0,12,34,1940
"151",1974,8,0,0,12,44,1930
"152",1974,4,1,0,10,34,1940
"153",1974,10,1,0,12,59,1915
"154",1974,6,1,1,12,34,1940
"155",1974,8,0,0,13,19,1955
"156",1974,8,1,0,12,24,1950
"157",1974,4,0,0,10,29,1945
"158",1974,4,1,1,12,39,1935
"159",1974,8,0,0,12,34,1940
"160",1974,5,0,0,12,29,1945
"161",1974,7,0,0,12,34,1940
"162",1974,10,1,0,16,29,1945
"163",1974,4,1,0,15,64,1910
"164",1974,8,0,0,10,19,1955
"165",1974,10,0,0,18,39,1935
"166",1974,7,1,0,16,24,1950
"167",1974,7,1,0,12,34,1940
"168",1974,3,1,1,12,64,1910
"169",1974,9,0,0,16,54,1920
"170",1974,7,1,1,12,29,1945
"171",1974,5,0,0,12,39,1935
"172",1974,6,1,0,8,39,1935
"173",1974,3,0,1,7,54,1920
"174",1974,4,0,0,11,49,1925
"175",1974,5,0,0,12,24,1950
"176",1974,5,1,0,12,44,1930
"177",1974,7,1,0,12,39,1935
"178",1974,10,1,0,13,69,1905
"179",1974,6,0,1,12,24,1950
"180",1974,8,0,1,11,49,1925
"181",1974,6,1,0,11,44,1930
"182",1974,4,1,0,16,69,1905
"183",1974,7,1,0,10,44,1930
"184",1974,6,0,0,15,64,1910
"185",1974,6,1,0,14,39,1935
"186",1974,10,0,0,12,24,1950
"187",1974,6,1,0,8,59,1915
"188",1974,6,1,0,12,24,1950
"189",1974,7,1,0,16,29,1945
"190",1974,5,0,0,8,64,1910
"191",1974,4,1,0,7,69,1905
"192",1974,7,1,0,12,54,1920
"193",1974,7,0,0,12,29,1945
"194",1974,4,0,0,8,79,1895
"195",1974,1,1,0,8,69,1905
"196",1974,5,1,0,6,34,1940
"197",1974,9,1,0,20,29,1945
"198",1974,0,0,0,9,19,1955
"199",1974,10,1,0,13,29,1945
"200",1974,7,1,1,12,19,1955
"201",1974,8,0,0,13,29,1945
"202",1974,5,0,0,8,64,1910
"203",1974,6,1,0,12,19,1955
"204",1974,4,1,0,15,59,1915
"205",1974,10,0,0,15,49,1925
"206",1974,6,1,0,16,29,1945
"207",1974,8,1,0,12,39,1935
"208",1974,5,0,0,7,49,1925
"209",1974,6,0,0,7,74,1900
"210",1974,4,1,0,10,49,1925
"211",1974,8,0,0,12,34,1940
"212",1974,10,0,0,7,59,1915
"213",1974,9,1,0,11,44,1930
"214",1974,2,0,0,8,79,1895
"215",1974,4,1,0,11,74,1900
"216",1974,10,0,0,16,24,1950
"217",1974,6,1,0,12,19,1955
"218",1974,7,0,0,14,49,1925
"219",1974,6,1,0,12,24,1950
"220",1974,5,0,0,12,29,1945
"221",1974,5,1,0,12,29,1945
"222",1974,8,1,0,12,44,1930
"223",1974,9,0,0,16,49,1925
"224",1974,6,1,0,12,54,1920
"225",1974,6,0,0,12,39,1935
"226",1974,3,1,0,12,34,1940
"227",1974,8,0,0,12,69,1905
"228",1974,8,1,0,12,44,1930
"229",1974,7,0,0,16,24,1950
"230",1974,3,1,0,13,29,1945
"231",1974,6,0,0,14,44,1930
"232",1974,8,0,0,17,39,1935
"233",1974,6,1,0,12,34,1940
"234",1974,4,0,0,8,34,1940
"235",1974,6,1,0,11,29,1945
"236",1974,5,0,0,11,19,1955
"237",1974,6,0,0,8,59,1915
"238",1974,2,1,0,7,79,1895
"239",1974,3,0,0,10,24,1950
"240",1974,10,0,0,11,19,1955
"241",1974,6,0,0,10,34,1940
"242",1974,6,1,0,16,24,1950
"243",1974,2,0,0,13,24,1950
"244",1974,6,1,0,13,34,1940
"245",1974,5,1,0,12,54,1920
"246",1974,7,1,0,12,44,1930
"247",1974,10,1,0,14,59,1915
"248",1974,5,1,0,0,80,1894
"249",1974,4,0,0,12,24,1950
"250",1974,3,1,0,9,19,1955
"251",1974,4,1,0,12,39,1935
"252",1974,7,1,0,9,29,1945
"253",1974,5,0,0,6,24,1950
"254",1974,1,0,0,14,44,1930
"255",1974,2,1,0,7,69,1905
"256",1974,3,1,1,10,34,1940
"257",1974,0,0,0,2,39,1935
"258",1974,1,1,1,10,69,1905
"259",1974,3,0,0,10,54,1920
"260",1974,8,1,0,12,39,1935
"261",1974,3,1,0,7,74,1900
"262",1974,5,1,0,13,34,1940
"263",1974,4,0,0,6,69,1905
"264",1974,2,1,0,9,69,1905
"265",1974,6,0,0,12,44,1930
"266",1974,8,0,0,12,69,1905
"267",1974,6,0,0,8,74,1900
"268",1974,10,1,0,15,80,1894
"269",1974,6,1,0,13,24,1950
"270",1974,4,0,1,9,59,1915
"271",1974,3,1,0,6,44,1930
"272",1974,3,0,1,0,79,1895
"273",1974,8,0,1,8,69,1905
"274",1974,8,0,0,14,74,1900
"275",1974,8,0,0,12,64,1910
"276",1974,0,0,0,8,80,1894
"277",1974,4,1,0,9,54,1920
"278",1974,6,0,0,12,19,1955
"279",1974,4,0,0,12,54,1920
"280",1974,5,0,0,8,69,1905
"281",1974,5,1,0,11,24,1950
"282",1974,5,0,0,12,19,1955
"283",1974,3,1,0,8,79,1895
"284",1974,7,1,0,14,59,1915
"285",1974,5,1,1,12,54,1920
"286",1974,6,1,0,14,59,1915
"287",1974,7,0,0,16,24,1950
"288",1974,8,0,0,8,64,1910
"289",1974,9,0,0,8,69,1905
"290",1974,7,1,0,11,44,1930
"291",1974,8,1,0,12,44,1930
"292",1974,4,0,0,12,64,1910
"293",1974,5,0,0,12,44,1930
"294",1974,10,0,0,15,44,1930
"295",1974,6,1,0,12,39,1935
"296",1976,8,1,0,12,56,1920
"297",1976,9,1,0,12,51,1925
"298",1976,7,0,0,16,41,1935
"299",1976,3,0,0,12,31,1945
"300",1976,7,1,0,9,51,1925
"301",1976,7,1,0,8,51,1925
"302",1976,6,0,0,12,61,1915
"303",1976,3,1,0,9,31,1945
"304",1976,6,1,0,9,61,1915
"305",1976,7,0,0,16,26,1950
"306",1976,2,0,0,7,51,1925
"307",1976,5,1,0,12,46,1930
"308",1976,8,0,0,12,46,1930
"309",1976,4,1,0,10,36,1940
"310",1976,6,0,0,13,41,1935
"311",1976,10,1,0,12,36,1940
"312",1976,10,1,0,16,36,1940
"313",1976,3,1,0,3,41,1935
"314",1976,7,1,1,13,26,1950
"315",1976,7,0,0,13,36,1940
"316",1976,3,0,0,5,82,1894
"317",1976,10,1,0,16,66,1910
"318",1976,6,1,0,8,71,1905
"319",1976,7,0,0,15,36,1940
"320",1976,6,1,0,13,31,1945
"321",1976,10,0,0,16,36,1940
"322",1976,10,0,0,12,41,1935
"323",1976,1,0,0,12,71,1905
"324",1976,8,0,0,15,21,1955
"325",1976,6,1,0,12,31,1945
"326",1976,8,1,0,12,81,1895
"327",1976,8,1,0,11,61,1915
"328",1976,0,1,0,7,61,1915
"329",1976,8,0,0,10,61,1915
"330",1976,8,1,0,8,76,1900
"331",1976,6,0,0,15,21,1955
"332",1976,8,1,0,16,36,1940
"333",1976,7,1,0,11,46,1930
"334",1976,4,0,0,8,51,1925
"335",1976,6,0,0,14,26,1950
"336",1976,3,0,0,14,41,1935
"337",1976,4,0,0,12,61,1915
"338",1976,7,0,0,8,66,1910
"339",1976,5,1,1,9,46,1930
"340",1976,6,1,0,10,76,1900
"341",1976,5,0,0,11,56,1920
"342",1976,7,1,0,2,71,1905
"343",1976,6,1,0,12,46,1930
"344",1976,5,1,1,12,26,1950
"345",1976,5,0,1,14,36,1940
"346",1976,7,1,0,12,36,1940
"347",1976,7,1,0,12,46,1930
"348",1976,7,1,0,8,26,1950
"349",1976,8,0,0,11,56,1920
"350",1976,4,0,0,19,46,1930
"351",1976,8,1,0,12,51,1925
"352",1976,6,0,0,16,41,1935
"353",1976,6,0,0,14,51,1925
"354",1976,9,0,0,15,26,1950
"355",1976,7,1,0,12,21,1955
"356",1976,7,0,0,7,66,1910
"357",1976,4,1,0,11,41,1935
"358",1976,5,0,0,12,51,1925
"359",1976,7,1,0,12,36,1940
"360",1976,6,1,0,12,61,1915
"361",1976,7,1,0,12,51,1925
"362",1976,4,0,0,7,66,1910
"363",1976,3,1,0,7,71,1905
"364",1976,3,0,1,5,56,1920
"365",1976,8,1,0,12,71,1905
"366",1976,9,1,0,13,26,1950
"367",1976,4,1,0,12,31,1945
"368",1976,3,1,1,11,36,1940
"369",1976,7,1,1,8,46,1930
"370",1976,7,0,0,13,36,1940
"371",1976,6,0,0,17,26,1950
"372",1976,5,1,0,10,61,1915
"373",1976,2,1,1,9,26,1950
"374",1976,5,1,1,6,76,1900
"375",1976,1,1,0,9,36,1940
"376",1976,9,0,0,13,21,1955
"377",1976,7,0,0,17,31,1945
"378",1976,5,1,0,12,21,1955
"379",1976,8,1,0,16,41,1935
"380",1976,4,1,0,9,41,1935
"381",1976,5,1,0,11,51,1925
"382",1976,5,0,0,12,46,1930
"383",1976,9,1,0,12,56,1920
"384",1976,6,1,0,12,31,1945
"385",1976,7,0,0,11,71,1905
"386",1976,9,1,0,12,66,1910
"387",1976,9,0,0,14,41,1935
"388",1976,5,0,0,18,26,1950
"389",1976,6,0,0,12,76,1900
"390",1976,2,1,0,10,56,1920
"391",1976,6,1,0,12,21,1955
"392",1976,5,0,0,12,31,1945
"393",1976,9,0,0,15,31,1945
"394",1976,6,0,0,12,36,1940
"395",1976,4,0,0,8,82,1894
"396",1976,7,1,0,12,26,1950
"397",1976,6,1,0,12,36,1940
"398",1976,7,0,0,13,36,1940
"399",1976,5,1,0,8,56,1920
"400",1976,8,1,0,9,36,1940
"401",1976,3,0,0,8,31,1945
"402",1976,4,1,0,14,21,1955
"403",1976,6,0,0,12,26,1950
"404",1976,10,0,0,16,56,1920
"405",1976,2,1,0,9,36,1940
"406",1976,7,1,0,12,41,1935
"407",1976,9,1,0,14,61,1915
"408",1976,7,1,0,10,66,1910
"409",1976,3,0,0,6,61,1915
"410",1976,10,0,0,18,51,1925
"411",1976,10,1,0,14,46,1930
"412",1976,8,0,0,13,61,1915
"413",1976,8,1,0,16,76,1900
"414",1976,6,1,0,10,56,1920
"415",1976,6,0,0,12,31,1945
"416",1976,5,0,0,12,61,1915
"417",1976,5,1,0,4,56,1920
"418",1976,2,0,0,8,66,1910
"419",1976,6,0,0,9,56,1920
"420",1976,6,1,0,10,31,1945
"421",1976,6,0,0,8,61,1915
"422",1976,4,0,0,12,21,1955
"423",1976,5,0,0,13,36,1940
"424",1976,9,1,0,12,61,1915
"425",1976,10,0,0,16,56,1920
"426",1976,10,1,0,16,31,1945
"427",1976,4,0,1,11,21,1955
"428",1976,5,1,0,12,41,1935
"429",1976,2,0,0,8,66,1910
"430",1976,4,1,0,11,21,1955
"431",1976,8,0,0,14,41,1935
"432",1976,9,0,1,10,41,1935
"433",1976,4,0,1,8,61,1915
"434",1976,6,0,0,10,46,1930
"435",1976,6,1,0,12,21,1955
"436",1976,6,1,0,12,51,1925
"437",1976,6,0,0,14,21,1955
"438",1976,9,1,0,16,66,1910
"439",1976,7,1,0,7,81,1895
"440",1976,7,1,0,12,66,1910
"441",1976,6,1,0,12,51,1925
"442",1976,10,1,0,12,66,1910
"443",1976,0,1,1,12,61,1915
"444",1976,3,0,1,3,71,1905
"445",1976,8,1,0,18,36,1940
"446",1976,10,1,0,16,46,1930
"447",1976,8,1,0,14,21,1955
"448",1976,5,1,0,12,46,1930
"449",1976,10,0,0,15,26,1950
"450",1976,6,0,0,9,61,1915
"451",1976,6,1,0,5,76,1900
"452",1976,6,0,0,12,61,1915
"453",1976,9,1,0,12,41,1935
"454",1976,4,0,0,12,46,1930
"455",1976,5,0,0,12,51,1925
"456",1976,4,0,0,12,36,1940
"457",1976,4,1,0,13,21,1955
"458",1976,6,0,0,12,66,1910
"459",1976,6,1,0,12,36,1940
"460",1976,7,0,0,14,21,1955
"461",1976,7,0,0,10,41,1935
"462",1976,8,1,0,12,41,1935
"463",1976,10,0,0,11,61,1915
"464",1976,5,1,0,10,31,1945
"465",1976,6,1,0,13,31,1945
"466",1976,6,0,0,15,26,1950
"467",1976,4,0,0,11,46,1930
"468",1976,5,1,0,11,21,1955
"469",1976,7,0,0,16,76,1900
"470",1976,6,1,0,12,21,1955
"471",1976,5,0,1,11,21,1955
"472",1976,7,1,1,12,36,1940
"473",1976,5,0,0,4,56,1920
"474",1976,6,1,0,16,56,1920
"475",1976,6,1,0,12,36,1940
"476",1976,6,1,0,16,26,1950
"477",1976,6,0,0,10,41,1935
"478",1976,7,0,0,14,46,1930
"479",1976,7,1,0,15,26,1950
"480",1976,6,1,0,12,51,1925
"481",1976,10,0,0,14,21,1955
"482",1976,6,0,0,12,46,1930
"483",1976,5,1,0,11,26,1950
"484",1976,6,1,0,14,41,1935
"485",1976,9,0,0,16,51,1925
"486",1976,8,1,0,12,51,1925
"487",1976,9,1,0,17,61,1915
"488",1976,6,1,0,12,56,1920
"489",1976,7,1,0,13,61,1915
"490",1976,9,0,0,13,56,1920
"491",1976,7,1,0,12,41,1935
"492",1976,4,1,0,13,21,1955
"493",1976,4,0,0,13,36,1940
"494",1976,6,1,0,12,46,1930
"495",1976,3,0,0,12,36,1940
"496",1976,5,0,0,12,21,1955
"497",1976,6,1,0,12,41,1935
"498",1976,5,0,0,8,56,1920
"499",1976,3,0,0,8,71,1905
"500",1976,7,1,0,12,46,1930
"501",1976,7,0,0,10,81,1895
"502",1976,3,0,0,12,26,1950
"503",1976,3,0,0,8,56,1920
"504",1976,6,1,0,8,66,1910
"505",1976,1,1,0,12,51,1925
"506",1976,6,1,1,9,76,1900
"507",1976,5,1,0,10,76,1900
"508",1976,3,1,0,9,26,1950
"509",1976,10,0,0,12,66,1910
"510",1976,10,1,0,12,61,1915
"511",1976,10,0,0,16,26,1950
"512",1976,6,0,0,8,71,1905
"513",1976,4,1,0,12,26,1950
"514",1976,5,1,0,8,61,1915
"515",1976,9,1,0,15,61,1915
"516",1976,3,1,0,8,81,1895
"517",1976,9,1,0,15,76,1900
"518",1976,6,0,0,18,31,1945
"519",1976,4,1,0,10,46,1930
"520",1976,7,0,0,14,21,1955
"521",1976,4,1,1,10,26,1950
"522",1976,6,0,0,13,71,1905
"523",1976,4,0,0,12,21,1955
"524",1976,3,0,0,10,41,1935
"525",1976,5,1,0,10,56,1920
"526",1976,5,0,0,14,26,1950
"527",1976,2,0,0,11,21,1955
"528",1976,10,1,0,14,26,1950
"529",1976,6,0,0,12,31,1945
"530",1976,6,0,0,11,56,1920
"531",1976,7,0,0,9,51,1925
"532",1976,1,0,0,12,21,1955
"533",1976,9,0,0,17,61,1915
"534",1976,5,0,0,13,21,1955
"535",1976,6,1,0,12,51,1925
"536",1976,5,1,0,17,26,1950
"537",1976,2,1,0,12,82,1894
"538",1976,7,0,0,13,36,1940
"539",1976,6,1,1,16,36,1940
"540",1976,4,0,0,12,31,1945
"541",1976,4,1,0,8,81,1895
"542",1976,6,0,0,14,26,1950
"543",1976,9,1,0,13,61,1915
"544",1976,9,1,0,14,41,1935
"545",1976,6,1,0,12,41,1935
"546",1976,5,0,0,13,36,1940
"547",1976,9,0,0,20,56,1920
"548",1976,8,0,0,17,36,1940
"549",1976,6,1,0,12,41,1935
"550",1976,7,1,0,12,31,1945
"551",1976,5,1,0,12,26,1950
"552",1976,7,0,0,12,66,1910
"553",1976,7,0,0,15,26,1950
"554",1976,9,0,0,16,51,1925
"555",1976,7,1,0,15,21,1955
"556",1976,7,0,1,10,76,1900
"557",1976,7,0,0,8,56,1920
"558",1976,4,0,0,12,26,1950
"559",1976,5,1,0,12,21,1955
"560",1976,3,0,0,10,76,1900
"561",1976,9,1,0,12,41,1935
"562",1976,4,0,0,11,31,1945
"563",1976,9,0,0,9,76,1900
"564",1976,9,1,0,12,46,1930
"565",1976,3,0,0,8,76,1900
"566",1976,8,0,0,16,41,1935
"567",1976,3,0,0,12,61,1915
"568",1976,6,0,0,12,36,1940
"569",1976,6,1,0,13,26,1950
"570",1976,4,0,0,9,31,1945
"571",1976,3,1,0,3,31,1945
"572",1976,3,1,0,8,36,1940
"573",1976,6,0,0,7,66,1910
"574",1976,6,1,0,12,36,1940
"575",1976,7,0,0,13,76,1900
"576",1978,7,0,0,7,53,1925
"577",1978,6,0,0,14,43,1935
"578",1978,10,0,0,15,43,1935
"579",1978,3,1,0,10,73,1905
"580",1978,10,0,0,14,58,1920
"581",1978,10,1,0,16,33,1945
"582",1978,6,1,0,5,73,1905
"583",1978,5,0,0,9,63,1915
"584",1978,7,0,0,12,48,1930
"585",1978,7,1,1,12,38,1940
"586",1978,0,1,1,4,63,1915
"587",1978,3,1,1,12,23,1955
"588",1978,2,1,0,11,18,1960
"589",1978,4,1,0,11,23,1955
"590",1978,9,1,0,12,53,1925
"591",1978,4,0,0,7,73,1905
"592",1978,7,0,0,12,28,1950
"593",1978,4,0,1,13,33,1945
"594",1978,10,1,0,18,28,1950
"595",1978,7,0,0,12,53,1925
"596",1978,3,0,0,10,28,1950
"597",1978,6,1,0,11,18,1960
"598",1978,10,1,0,11,78,1900
"599",1978,5,0,0,12,28,1950
"600",1978,3,1,0,9,48,1930
"601",1978,4,1,0,6,63,1915
"602",1978,10,1,0,16,33,1945
"603",1978,3,0,0,4,78,1900
"604",1978,10,1,0,13,38,1940
"605",1978,8,1,0,17,28,1950
"606",1978,5,1,0,12,33,1945
"607",1978,6,1,0,12,68,1910
"608",1978,6,1,0,9,68,1910
"609",1978,9,1,0,16,48,1930
"610",1978,4,1,1,8,58,1920
"611",1978,5,0,0,9,43,1935
"612",1978,10,1,0,17,38,1940
"613",1978,6,0,0,12,23,1955
"614",1978,8,0,0,17,43,1935
"615",1978,6,1,0,12,23,1955
"616",1978,7,0,0,16,28,1950
"617",1978,6,1,0,10,43,1935
"618",1978,6,1,0,12,23,1955
"619",1978,10,1,0,18,43,1935
"620",1978,7,1,0,14,23,1955
"621",1978,8,1,0,12,58,1920
"622",1978,10,1,0,17,43,1935
"623",1978,8,1,0,14,83,1895
"624",1978,8,1,0,16,28,1950
"625",1978,5,1,0,12,38,1940
"626",1978,3,1,0,5,58,1920
"627",1978,4,0,0,12,48,1930
"628",1978,9,0,0,14,43,1935
"629",1978,7,1,0,12,63,1915
"630",1978,7,0,1,13,23,1955
"631",1978,3,0,1,12,53,1925
"632",1978,3,1,0,5,33,1945
"633",1978,2,1,0,8,58,1920
"634",1978,3,0,0,10,28,1950
"635",1978,3,0,0,12,28,1950
"636",1978,4,0,0,8,43,1935
"637",1978,3,1,0,12,48,1930
"638",1978,6,1,0,12,48,1930
"639",1978,6,1,0,12,48,1930
"640",1978,5,1,0,8,38,1940
"641",1978,5,1,0,13,38,1940
"642",1978,3,1,0,8,38,1940
"643",1978,4,1,0,12,28,1950
"644",1978,6,1,1,11,23,1955
"645",1978,8,1,0,13,48,1930
"646",1978,10,1,0,19,28,1950
"647",1978,8,1,0,14,43,1935
"648",1978,8,1,0,12,23,1955
"649",1978,6,0,0,12,23,1955
"650",1978,2,1,0,6,28,1950
"651",1978,10,0,0,15,43,1935
"652",1978,2,0,0,6,58,1920
"653",1978,6,0,0,12,33,1945
"654",1978,5,0,0,12,43,1935
"655",1978,3,0,0,9,68,1910
"656",1978,4,1,0,8,33,1945
"657",1978,4,1,0,7,38,1940
"658",1978,6,0,0,12,28,1950
"659",1978,1,0,0,10,38,1940
"660",1978,9,0,0,12,23,1955
"661",1978,5,0,0,12,23,1955
"662",1978,3,1,0,8,73,1905
"663",1978,7,0,0,13,23,1955
"664",1978,5,1,0,13,33,1945
"665",1978,6,1,0,12,33,1945
"666",1978,6,0,0,12,58,1920
"667",1978,7,1,0,12,58,1920
"668",1978,4,0,0,8,83,1895
"669",1978,9,1,0,16,38,1940
"670",1978,5,1,0,11,18,1960
"671",1978,6,1,0,11,48,1930
"672",1978,6,0,0,12,33,1945
"673",1978,6,1,0,12,38,1940
"674",1978,7,0,0,8,63,1915
"675",1978,3,1,0,8,53,1925
"676",1978,4,0,0,12,63,1915
"677",1978,6,0,0,11,53,1925
"678",1978,7,0,0,8,53,1925
"679",1978,3,0,0,6,43,1935
"680",1978,6,1,0,11,28,1950
"681",1978,2,0,0,9,28,1950
"682",1978,6,1,0,17,33,1945
"683",1978,6,0,0,13,48,1930
"684",1978,5,1,0,12,33,1945
"685",1978,4,1,0,8,63,1915
"686",1978,1,0,1,4,58,1920
"687",1978,0,1,0,11,73,1905
"688",1978,5,1,0,7,68,1910
"689",1978,6,0,0,14,43,1935
"690",1978,8,1,0,8,73,1905
"691",1978,6,1,0,16,73,1905
"692",1978,9,1,0,12,23,1955
"693",1978,6,1,0,10,33,1945
"694",1978,3,1,0,8,48,1930
"695",1978,7,0,0,12,28,1950
"696",1978,5,0,0,12,33,1945
"697",1978,5,0,0,13,23,1955
"698",1978,6,0,0,8,68,1910
"699",1978,6,1,0,8,78,1900
"700",1978,5,0,0,12,33,1945
"701",1978,4,0,0,2,63,1915
"702",1978,5,1,0,10,38,1940
"703",1978,4,0,0,12,23,1955
"704",1978,6,0,0,13,28,1950
"705",1978,8,1,0,11,38,1940
"706",1978,5,1,1,10,23,1955
"707",1978,1,0,0,9,58,1920
"708",1978,5,0,0,12,53,1925
"709",1978,5,1,0,10,18,1960
"710",1978,2,1,0,8,83,1895
"711",1978,4,1,0,9,58,1920
"712",1978,2,0,0,14,48,1930
"713",1978,8,1,0,16,28,1950
"714",1978,9,0,0,13,58,1920
"715",1978,5,1,0,8,68,1910
"716",1978,10,0,0,20,53,1925
"717",1978,7,1,0,11,38,1940
"718",1978,3,0,1,12,53,1925
"719",1978,9,0,0,14,23,1955
"720",1978,5,0,0,8,58,1920
"721",1978,8,0,0,15,23,1955
"722",1978,5,0,1,10,48,1930
"723",1978,6,0,0,15,23,1955
"724",1978,4,1,1,14,33,1945
"725",1978,5,0,0,8,78,1900
"726",1978,10,1,0,12,53,1925
"727",1978,5,0,1,10,48,1930
"728",1978,4,1,1,8,78,1900
"729",1978,9,1,0,16,58,1920
"730",1978,6,1,0,12,58,1920
"731",1978,6,1,0,12,78,1900
"732",1978,5,0,1,11,58,1920
"733",1978,6,1,1,12,28,1950
"734",1978,8,1,0,16,23,1955
"735",1978,4,1,0,11,28,1950
