"","YEAR","SEX","RACE","EDUC","AGE"
"983",1974,2,1,12,45
"984",1974,2,1,12,41
"985",1974,1,1,12,53
"986",1974,1,1,17,67
"987",1974,2,1,12,53
"988",1974,2,1,16,69
"989",1974,2,1,12,51
"990",1974,1,1,12,32
"991",1974,1,1,12,61
"992",1974,1,1,12,45
"993",1974,2,1,11,61
"994",1974,2,1,16,47
"995",1974,1,1,15,25
"996",1974,1,1,8,50
"997",1974,2,1,12,30
"998",1974,2,1,12,38
"999",1974,2,1,10,44
"1000",1974,1,1,12,35
"1001",1974,1,1,15,64
"1002",1974,2,1,7,75
"1003",1974,2,1,14,39
"1004",1974,2,1,12,35
"1005",1974,1,1,12,24
"1006",1974,1,2,9,18
"1007",1974,1,2,6,65
"1008",1974,2,2,12,72
"1009",1974,2,1,8,59
"1010",1974,1,1,12,35
"1011",1974,1,1,7,68
"1012",1974,1,1,5,77
"1013",1974,2,1,8,73
"1014",1974,2,1,8,77
"1015",1974,1,1,13,81
"1016",1974,1,1,19,67
"1017",1974,2,1,13,25
"1018",1974,2,1,12,24
"1019",1974,2,1,16,29
"1020",1974,1,1,12,21
"1021",1974,1,1,8,64
"1022",1974,1,1,9,71
"1023",1974,2,1,5,74
"1024",1974,2,1,11,45
"1025",1974,1,1,15,28
"1026",1974,1,1,14,77
"1027",1974,2,1,16,70
"1028",1974,2,1,7,69
"1029",1974,2,1,12,61
"1030",1974,1,1,11,21
"1031",1974,1,1,9,51
"1032",1974,2,1,12,27
"1033",1974,2,1,12,36
"1034",1974,2,1,12,54
"1035",1974,1,1,12,29
"1036",1974,1,1,18,58
"1037",1974,2,1,12,38
"1038",1974,2,1,17,28
"1039",1974,2,1,18,30
"1040",1974,2,1,16,25
"1041",1974,1,1,12,36
"1042",1974,2,1,12,60
"1043",1974,2,1,6,67
"1044",1974,2,1,17,57
"1045",1974,1,1,8,79
"1046",1974,1,1,8,51
"1047",1974,2,1,12,30
"1048",1974,2,1,12,18
"1049",1974,2,2,17,30
"1050",1974,1,1,6,70
"1051",1974,1,1,11,75
"1052",1974,2,1,11,42
"1053",1974,2,1,8,69
"1054",1974,2,1,12,58
"1055",1974,1,2,11,21
"1056",1974,1,1,12,50
"1057",1974,2,1,6,34
"1058",1974,2,2,12,21
"1059",1974,2,1,20,29
"1060",1974,1,1,9,19
"1061",1974,1,1,11,50
"1062",1974,2,1,13,46
"1063",1974,2,1,8,66
"1064",1974,2,1,10,71
"1065",1974,1,1,17,27
"1066",1974,1,1,12,40
"1067",1974,2,1,13,29
"1068",1974,2,2,12,19
"1069",1974,2,1,12,33
"1070",1974,1,1,13,29
"1071",1974,1,1,8,64
"1072",1974,2,1,12,27
"1073",1974,2,1,12,20
"1074",1974,2,1,12,19
"1075",1974,1,1,12,26
"1076",1974,1,1,13,63
"1077",1974,2,1,11,18
"1078",1974,2,1,15,59
"1079",1974,2,1,12,48
"1080",1974,1,1,12,21
"1081",1974,1,1,15,49
"1082",1974,2,1,16,29
"1083",1974,2,1,12,39
"1084",1974,2,1,9,65
"1085",1974,1,1,7,49
"1086",1974,1,1,7,74
"1087",1974,2,1,12,31
"1088",1974,2,1,7,50
"1089",1974,2,1,10,49
"1090",1974,1,1,12,34
"1091",1974,1,1,12,27
"1092",1974,1,1,7,59
"1093",1974,2,1,11,44
"1094",1974,2,1,12,31
"1095",1974,1,1,12,35
"1096",1974,1,1,17,47
"1097",1974,1,1,16,63
"1098",1974,2,1,13,28
"1099",1974,2,1,16,32
"1100",1974,1,1,13,27
"1101",1974,1,1,8,58
"1102",1974,2,1,8,40
"1103",1974,2,1,12,37
"1104",1974,2,1,7,68
"1105",1974,1,1,8,68
"1106",1974,1,1,16,42
"1107",1974,2,1,12,38
"1108",1974,2,1,14,37
"1109",1974,2,1,12,42
"1110",1974,1,2,16,23
"1111",1974,1,1,8,79
"1112",1974,1,2,8,62
"1113",1974,2,2,6,68
"1114",1974,2,2,12,58
"1115",1974,1,1,13,61
"1116",1974,1,1,13,56
"1117",1974,2,1,11,74
"1118",1974,2,1,16,26
"1119",1974,2,1,12,35
"1120",1974,1,1,20,33
"1121",1974,1,1,14,63
"1122",1974,2,1,12,42
"1123",1974,2,1,8,71
"1124",1974,2,1,13,37
"1125",1974,1,1,16,24
"1126",1974,1,1,19,35
"1127",1974,1,1,20,43
"1128",1974,2,1,12,19
"1129",1974,2,2,16,31
"1130",1974,1,1,11,22
"1131",1974,1,1,8,78
"1132",1974,1,1,11,63
"1133",1974,2,1,16,25
"1134",1974,2,1,12,38
"1135",1974,1,1,16,23
"1136",1974,1,1,15,23
"1137",1974,1,1,8,60
"1138",1974,2,1,16,23
"1139",1974,2,1,16,22
"1140",1974,1,1,11,55
"1141",1974,1,1,14,49
"1142",1974,2,1,4,68
"1143",1974,2,1,10,36
"1144",1974,2,1,12,42
"1145",1974,1,1,8,25
"1146",1974,1,1,10,46
"1147",1974,2,1,12,24
"1148",1974,2,1,10,28
"1149",1974,2,1,12,22
"1150",1974,1,1,12,29
"1151",1974,1,1,14,38
"1152",1974,2,1,12,29
"1153",1974,2,1,18,55
"1154",1974,2,1,12,44
"1155",1974,1,1,14,23
"1156",1974,1,1,16,49
"1157",1974,1,1,12,53
"1158",1974,2,1,12,53
"1159",1974,2,1,12,54
"1160",1974,1,1,13,30
"1161",1974,1,1,12,39
"1162",1974,1,1,10,70
"1163",1974,2,1,18,26
"1164",1974,2,1,12,34
"1165",1974,1,1,12,58
"1166",1974,1,1,12,69
"1167",1974,2,1,9,60
"1168",1974,2,1,12,42
"1169",1974,2,1,16,25
"1170",1974,1,1,8,45
"1171",1974,1,1,17,75
"1172",1974,2,1,8,51
"1173",1974,2,1,12,44
"1174",1974,2,1,17,26
"1175",1974,1,1,10,33
"1176",1974,1,1,11,52
"1177",1974,2,1,16,26
"1178",1974,2,1,12,41
"1179",1974,2,1,15,42
"1180",1974,1,1,16,24
"1181",1974,1,1,10,69
"1182",1974,1,1,20,46
"1183",1974,2,1,16,28
"1184",1974,2,1,13,29
"1185",1974,1,1,12,21
"1186",1974,1,1,5,78
"1187",1974,2,1,7,56
"1188",1974,2,1,12,41
"1189",1974,2,1,14,26
"1190",1974,1,2,12,23
"1191",1974,1,2,6,71
"1192",1974,2,2,11,21
"1193",1974,2,2,7,55
"1194",1974,2,2,12,55
"1195",1974,1,1,16,30
"1196",1974,1,1,14,44
"1197",1974,2,1,16,65
"1198",1974,2,1,12,32
"1199",1974,2,1,16,37
"1200",1974,1,1,17,39
"1201",1974,1,1,12,47
"1202",1974,2,1,12,34
"1203",1974,2,1,16,28
"1204",1974,2,1,12,36
"1205",1974,1,1,8,34
"1206",1974,2,1,4,35
"1207",1974,2,1,11,29
"1208",1974,2,1,10,48
"1209",1974,1,1,11,19
"1210",1974,1,1,8,67
"1211",1974,2,1,8,46
"1212",1974,2,1,12,73
"1213",1974,2,1,10,53
"1214",1974,1,1,15,33
"1215",1974,1,1,8,59
"1216",1974,2,1,12,45
"1217",1974,2,1,7,79
"1218",1974,2,1,12,50
"1219",1974,1,1,10,24
"1220",1974,1,1,13,56
"1221",1974,2,1,8,43
"1222",1974,2,1,10,28
"1223",1974,2,1,12,62
"1224",1974,1,1,17,27
"1225",1974,1,1,12,42
"1226",1974,1,1,12,40
"1227",1974,2,1,12,26
"1228",1974,2,1,12,27
"1229",1974,1,1,11,19
"1230",1974,1,1,12,52
"1231",1974,1,1,17,72
"1232",1974,2,1,16,48
"1233",1974,1,1,10,34
"1234",1974,1,1,17,26
"1235",1974,1,1,12,36
"1236",1974,2,1,14,37
"1237",1974,2,1,12,21
"1238",1974,1,1,9,20
"1239",1974,1,1,12,37
"1240",1974,2,1,13,63
"1241",1974,2,1,17,28
"1242",1974,2,1,16,24
"1243",1974,1,1,13,35
"1244",1974,1,1,11,65
"1245",1974,2,1,18,67
"1246",1974,2,1,14,33
"1247",1974,2,1,12,32
"1248",1974,1,1,13,24
"1249",1974,1,1,14,35
"1250",1974,2,1,14,68
"1251",1974,2,1,12,42
"1252",1974,2,1,13,35
"1253",1974,1,1,12,31
"1254",1974,1,1,16,42
"1255",1974,2,1,13,34
"1256",1974,2,1,12,21
"1257",1974,2,1,13,31
"1258",1974,1,1,13,23
"1259",1974,1,1,14,65
"1260",1974,2,1,12,54
"1261",1974,2,1,11,66
"1262",1974,2,1,14,61
"1263",1974,1,1,12,22
"1264",1974,1,1,9,56
"1265",1974,2,1,12,20
"1266",1974,2,1,5,51
"1267",1974,2,1,12,23
"1268",1974,1,1,13,22
"1269",1974,1,1,7,60
"1270",1974,2,1,12,44
"1271",1974,2,1,12,38
"1272",1974,2,1,12,28
"1273",1974,1,1,14,23
"1274",1974,1,1,6,58
"1275",1974,1,1,3,53
"1276",1974,2,1,14,59
"1277",1974,2,1,0,80
"1278",1974,1,1,9,50
"1279",1974,1,1,14,52
"1280",1974,2,1,10,28
"1281",1974,2,1,12,37
"1282",1974,2,1,16,52
"1283",1974,1,1,12,24
"1284",1974,1,1,14,45
"1285",1974,2,1,9,19
"1286",1974,2,1,12,39
"1287",1974,2,1,13,25
"1288",1974,1,1,6,72
"1289",1974,1,1,6,45
"1290",1974,2,1,8,78
"1291",1974,2,1,9,29
"1292",1974,2,1,14,53
"1293",1974,1,1,16,26
"1294",1974,1,1,9,82
"1295",1974,2,1,7,37
"1296",1974,2,1,12,21
"1297",1974,2,1,10,50
"1298",1974,1,1,17,32
"1299",1974,1,1,14,36
"1300",1974,1,1,19,65
"1301",1974,2,1,11,45
"1302",1974,2,1,12,56
"1303",1974,1,1,6,24
"1304",1974,1,1,4,60
"1305",1974,2,1,12,33
"1306",1974,2,1,6,56
"1307",1974,2,1,7,20
"1308",1974,1,1,3,56
"1309",1974,1,1,4,72
"1310",1974,2,2,4,45
"1311",1974,2,2,6,59
"1312",1974,2,1,12,31
"1313",1974,1,1,14,44
"1314",1974,1,1,7,68
"1315",1974,1,1,9,42
"1316",1974,2,1,7,69
"1317",1974,2,2,10,34
"1318",1974,1,1,11,23
"1319",1974,1,1,7,77
"1320",1974,1,1,2,39
"1321",1974,2,2,10,69
"1322",1974,2,2,7,50
"1323",1974,2,1,12,28
"1324",1974,1,1,7,73
"1325",1974,2,1,10,58
"1326",1974,2,1,11,60
"1327",1974,2,1,12,28
"1328",1974,1,1,13,35
"1329",1974,1,1,12,37
"1330",1974,1,1,14,43
"1331",1974,2,1,12,40
"1332",1974,2,1,12,27
"1333",1974,1,1,14,21
"1334",1974,1,1,13,26
"1335",1974,1,1,10,54
"1336",1974,2,1,11,35
"1337",1974,2,1,12,39
"1338",1974,1,1,11,32
"1339",1974,1,1,12,36
"1340",1974,2,1,4,67
"1341",1974,2,1,7,74
"1342",1974,2,1,13,34
"1343",1974,1,1,14,26
"1344",1974,1,1,6,69
"1345",1974,2,1,16,72
"1346",1974,2,1,13,83
"1347",1974,2,1,8,40
"1348",1974,1,1,12,20
"1349",1974,1,1,11,66
"1350",1974,1,1,4,58
"1351",1974,2,1,11,60
"1352",1974,2,1,9,69
"1353",1974,1,1,12,31
"1354",1974,1,1,12,44
"1355",1974,2,1,10,43
"1356",1974,2,2,12,40
"1357",1974,2,1,15,42
"1358",1974,1,1,12,23
"1359",1974,1,1,12,69
"1360",1974,1,1,8,74
"1361",1974,2,1,13,84
"1362",1974,2,1,15,80
"1363",1974,1,1,8,35
"1364",1974,1,1,12,20
"1365",1974,1,1,12,65
"1366",1974,1,1,12,38
"1367",1974,2,1,13,24
"1368",1974,1,2,12,52
"1369",1974,1,2,9,59
"1370",1974,2,2,7,55
"1371",1974,2,2,9,38
"1372",1974,2,1,6,44
"1373",1974,1,2,8,81
"1374",1974,1,2,0,79
"1375",1974,1,2,8,69
"1376",1974,2,1,6,58
"1377",1974,2,2,13,48
"1378",1974,1,1,14,74
"1379",1974,1,1,12,64
"1380",1974,2,1,12,68
"1381",1974,2,1,13,27
"1382",1974,2,1,17,60
"1383",1974,1,1,13,23
"1384",1974,1,1,8,80
"1385",1974,2,1,12,57
"1386",1974,2,1,9,54
"1387",1974,2,1,12,45
"1388",1974,1,1,12,19
"1389",1974,1,1,12,54
"1390",1974,1,1,7,89
"1391",1974,2,1,12,32
"1392",1974,2,1,8,55
"1393",1974,1,1,16,23
"1394",1974,1,1,12,37
"1395",1974,2,1,12,65
"1396",1974,2,1,6,51
"1397",1974,1,1,11,22
"1398",1974,1,1,8,69
"1399",1974,2,1,11,24
"1400",1974,2,1,8,60
"1401",1974,2,1,11,43
"1402",1974,1,1,12,19
"1403",1974,2,1,8,79
"1404",1974,2,1,17,46
"1405",1974,2,1,14,59
"1406",1974,1,1,14,27
"1407",1974,1,1,8,75
"1408",1974,2,2,16,72
"1409",1974,2,1,16,86
"1410",1974,2,2,12,54
"1411",1974,1,1,12,27
"1412",1974,1,1,8,42
"1413",1974,2,1,10,76
"1414",1974,2,1,12,21
"1415",1974,2,1,14,59
"1416",1974,1,1,16,24
"1417",1974,1,1,7,63
"1418",1974,2,1,12,48
"1419",1974,2,1,12,46
"1420",1974,2,1,12,35
"1421",1974,1,1,8,64
"1422",1974,1,1,8,69
"1423",1974,2,1,12,55
"1424",1974,2,1,11,44
"1425",1974,2,1,16,23
"1426",1974,1,1,12,33
"1427",1974,1,1,8,78
"1428",1974,1,1,12,55
"1429",1974,2,1,12,45
"1430",1974,2,1,12,46
"1431",1974,1,1,14,68
"1432",1974,1,1,12,38
"1433",1974,2,1,12,38
"1434",1974,2,1,5,76
"1435",1974,2,1,12,30
"1436",1974,1,1,12,32
"1437",1974,1,1,12,62
"1438",1974,2,1,8,67
"1439",1974,2,1,8,72
"1440",1974,2,1,12,44
"1441",1974,1,1,8,47
"1442",1974,1,1,8,48
"1443",1974,2,1,8,62
"1444",1974,2,1,12,37
"1445",1974,2,1,10,31
"1446",1974,1,1,20,30
"1447",1974,1,1,9,65
"1448",1974,1,1,12,64
"1449",1974,2,1,12,58
"1450",1974,2,1,13,53
"1451",1974,1,1,12,20
"1452",1974,1,1,12,46
"1453",1974,1,1,12,52
"1454",1974,2,1,16,43
"1455",1974,2,1,12,40
"1456",1974,1,1,16,23
"1457",1974,1,1,8,46
"1458",1974,2,1,12,63
"1459",1974,2,1,12,37
"1460",1974,2,1,12,26
"1461",1974,1,1,12,44
"1462",1974,1,1,9,58
"1463",1974,2,1,12,27
"1464",1974,2,1,12,25
"1465",1974,1,1,12,41
"1466",1974,1,1,12,21
"1467",1974,1,1,12,46
"1468",1974,1,1,15,44
"1469",1974,2,1,8,68
"1470",1974,2,1,13,57
"1471",1974,1,1,9,31
"1472",1974,1,1,9,76
"1473",1974,2,1,12,38
"1474",1974,2,1,12,39
"1475",1974,2,1,12,23
"1476",1975,1,1,12,38
"1477",1975,2,1,13,20
"1478",1975,2,1,7,61
"1479",1975,1,1,12,19
"1480",1975,1,1,18,28
"1481",1975,2,1,17,28
"1482",1975,2,1,10,35
"1483",1975,2,1,8,64
"1484",1975,1,1,8,53
"1485",1975,2,1,17,34
"1486",1975,1,1,16,34
"1487",1975,2,1,9,58
"1488",1975,1,1,10,52
"1489",1975,1,1,16,25
"1490",1975,2,1,19,41
"1491",1975,2,1,11,35
"1492",1975,1,1,14,63
"1493",1975,2,1,10,66
"1494",1975,2,1,12,32
"1495",1975,2,1,14,28
"1496",1975,1,1,11,66
"1497",1975,2,1,12,42
"1498",1975,1,1,12,38
"1499",1975,2,1,12,33
"1500",1975,2,1,10,27
"1501",1975,2,1,8,51
"1502",1975,2,2,8,44
"1503",1975,2,1,17,26
"1504",1975,1,1,12,37
"1505",1975,2,1,20,33
"1506",1975,1,1,14,57
"1507",1975,1,1,18,27
"1508",1975,2,1,13,43
"1509",1975,1,2,9,19
"1510",1975,1,2,12,36
"1511",1975,2,1,5,42
"1512",1975,2,1,14,24
"1513",1975,2,1,12,70
"1514",1975,1,1,12,24
"1515",1975,2,1,12,23
"1516",1975,2,1,11,39
"1517",1975,2,2,9,30
"1518",1975,2,1,12,59
"1519",1975,1,1,13,21
"1520",1975,1,1,12,29
"1521",1975,2,1,12,38
"1522",1975,1,1,8,74
"1523",1975,1,1,12,22
"1524",1975,2,1,10,29
"1525",1975,2,1,8,72
"1526",1975,1,1,8,79
"1527",1975,2,1,14,52
"1528",1975,2,1,11,19
"1529",1975,2,1,6,70
"1530",1975,2,1,16,69
"1531",1975,1,1,13,43
"1532",1975,1,1,16,50
"1533",1975,1,1,12,67
"1534",1975,1,1,16,67
"1535",1975,1,2,14,24
"1536",1975,2,1,17,65
"1537",1975,2,2,12,22
"1538",1975,2,1,7,81
"1539",1975,2,1,9,73
"1540",1975,1,1,12,30
"1541",1975,1,1,6,67
"1542",1975,1,1,12,23
"1543",1975,2,1,12,38
"1544",1975,2,1,12,28
"1545",1975,1,1,13,25
"1546",1975,1,1,14,25
"1547",1975,2,1,16,23
"1548",1975,1,1,16,38
"1549",1975,2,1,16,25
"1550",1975,2,1,12,23
"1551",1975,2,1,9,35
"1552",1975,2,1,16,41
"1553",1975,1,1,7,47
"1554",1975,1,1,12,33
"1555",1975,2,1,14,74
"1556",1975,1,1,6,70
"1557",1975,2,1,16,42
"1558",1975,1,1,8,42
"1559",1975,2,1,11,31
"1560",1975,1,1,12,45
"1561",1975,2,1,12,48
"1562",1975,1,1,8,71
"1563",1975,2,1,12,31
"1564",1975,1,1,12,27
"1565",1975,2,1,12,25
"1566",1975,1,1,13,56
"1567",1975,2,1,12,43
"1568",1975,1,2,5,55
"1569",1975,1,2,12,28
"1570",1975,2,1,15,23
"1571",1975,2,1,10,53
"1572",1975,1,1,8,63
"1573",1975,2,1,9,37
"1574",1975,2,1,14,28
"1575",1975,2,2,12,24
"1576",1975,1,2,12,29
"1577",1975,2,2,13,20
"1578",1975,1,3,10,47
"1579",1975,1,1,8,81
"1580",1975,2,1,11,42
"1581",1975,1,1,17,70
"1582",1975,2,1,8,76
"1583",1975,2,1,12,29
"1584",1975,1,2,9,32
"1585",1975,2,1,12,25
"1586",1975,1,2,12,31
"1587",1975,1,2,12,45
"1588",1975,2,2,12,34
"1589",1975,2,1,12,34
"1590",1975,1,1,14,40
"1591",1975,2,2,14,59
"1592",1975,2,1,13,63
"1593",1975,2,1,14,67
"1594",1975,2,1,13,50
"1595",1975,2,1,7,80
"1596",1975,1,1,7,40
"1597",1975,2,1,10,45
"1598",1975,1,1,11,49
"1599",1975,2,1,11,23
"1600",1975,1,1,12,24
"1601",1975,1,1,17,25
"1602",1975,1,1,11,41
"1603",1975,1,1,12,45
"1604",1975,1,1,11,35
"1605",1975,1,1,13,37
"1606",1975,2,1,13,54
"1607",1975,2,1,16,40
"1608",1975,2,1,12,65
"1609",1975,1,1,10,59
"1610",1975,2,1,18,43
"1611",1975,2,1,17,59
"1612",1975,1,1,12,65
"1613",1975,1,1,8,73
"1614",1975,1,1,12,21
"1615",1975,1,1,16,48
"1616",1975,2,1,14,32
"1617",1975,1,1,19,30
"1618",1975,1,1,12,53
"1619",1975,2,1,15,71
"1620",1975,1,1,12,54
"1621",1975,1,1,14,25
"1622",1975,2,1,12,64
"1623",1975,1,1,13,36
"1624",1975,1,1,11,69
"1625",1975,2,1,12,26
"1626",1975,1,1,12,83
"1627",1975,2,1,14,40
"1628",1975,1,1,12,41
"1629",1975,2,1,13,23
"1630",1975,2,1,12,29
"1631",1975,1,1,12,71
"1632",1975,1,1,16,50
"1633",1975,2,1,9,68
"1634",1975,2,1,12,32
"1635",1975,1,1,16,44
"1636",1975,2,1,12,48
"1637",1975,1,1,16,46
"1638",1975,1,1,20,50
"1639",1975,2,1,14,50
"1640",1975,2,1,8,79
"1641",1975,1,1,8,56
"1642",1975,1,1,13,64
"1643",1975,2,1,12,19
"1644",1975,1,1,10,50
"1645",1975,2,1,12,37
"1646",1975,2,1,12,21
"1647",1975,1,1,12,29
"1648",1975,2,1,14,20
"1649",1975,1,1,12,20
"1650",1975,2,1,12,20
"1651",1975,1,1,16,28
"1652",1975,2,1,12,46
"1653",1975,1,1,8,78
"1654",1975,2,1,13,20
"1655",1975,1,1,17,27
"1656",1975,2,1,10,18
"1657",1975,1,1,9,26
"1658",1975,2,1,5,82
"1659",1975,2,2,12,41
"1660",1975,2,1,8,21
"1661",1975,2,1,6,77
"1662",1975,2,1,13,45
"1663",1975,2,1,8,69
"1664",1975,1,1,15,72
"1665",1975,1,1,11,19
"1666",1975,1,1,15,22
"1667",1975,2,1,7,49
"1668",1975,1,1,12,63
"1669",1975,1,1,16,53
"1670",1975,2,1,14,49
"1671",1975,2,1,17,49
"1672",1975,2,2,10,36
"1673",1975,2,2,12,33
"1674",1975,1,1,16,23
"1675",1975,2,2,10,39
"1676",1975,1,2,11,18
"1677",1975,2,1,12,42
"1678",1975,1,1,12,49
"1679",1975,2,1,10,33
"1680",1975,2,1,11,23
"1681",1975,2,1,17,70
"1682",1975,2,1,12,58
"1683",1975,1,1,14,24
"1684",1975,2,1,11,59
"1685",1975,1,1,8,33
"1686",1975,2,1,9,31
"1687",1975,2,1,10,65
"1688",1975,2,1,11,28
"1689",1975,2,1,7,50
"1690",1975,1,1,12,36
"1691",1975,1,1,12,20
"1692",1975,2,1,16,24
"1693",1975,1,1,16,25
"1694",1975,1,1,18,40
"1695",1975,2,1,20,34
"1696",1975,2,1,14,52
"1697",1975,2,1,12,50
"1698",1975,1,1,16,67
"1699",1975,2,1,14,30
"1700",1975,2,1,16,45
"1701",1975,1,1,14,46
"1702",1975,2,1,7,61
"1703",1975,2,1,15,62
"1704",1975,1,1,12,63
"1705",1975,2,1,12,69
"1706",1975,1,1,11,49
"1707",1975,1,1,14,36
"1708",1975,2,1,10,66
"1709",1975,2,1,12,19
"1710",1975,2,1,8,59
"1711",1975,2,1,9,89
"1712",1975,1,1,12,21
"1713",1975,1,2,4,41
"1714",1975,2,2,11,24
"1715",1975,2,2,7,69
"1716",1975,2,2,7,66
"1717",1975,2,1,9,28
"1718",1975,2,1,12,23
"1719",1975,2,1,12,43
"1720",1975,2,1,9,55
"1721",1975,2,2,11,22
"1722",1975,2,2,8,66
"1723",1975,2,2,10,51
"1724",1975,2,2,10,47
"1725",1975,2,2,11,50
"1726",1975,2,1,12,45
"1727",1975,1,1,12,82
"1728",1975,2,1,12,43
"1729",1975,2,1,14,43
"1730",1975,2,1,12,81
"1731",1975,2,1,12,48
"1732",1975,2,1,14,83
"1733",1975,2,1,16,81
"1734",1975,2,1,10,71
"1735",1975,2,1,10,69
"1736",1975,1,1,12,69
"1737",1975,1,1,12,58
"1738",1975,1,1,12,54
"1739",1975,2,1,15,62
"1740",1975,2,1,12,73
"1741",1975,2,1,8,72
"1742",1975,1,1,12,64
"1743",1975,2,1,5,50
"1744",1975,2,1,12,24
"1745",1975,1,1,16,40
"1746",1975,1,1,18,54
"1747",1975,1,1,13,35
"1748",1975,1,1,12,42
"1749",1975,2,1,10,45
"1750",1975,1,1,7,64
"1751",1975,2,1,13,24
"1752",1975,2,2,10,37
"1753",1975,2,3,11,19
"1754",1975,2,2,12,44
"1755",1975,2,1,0,67
"1756",1975,2,1,14,23
"1757",1975,1,1,12,57
"1758",1975,1,2,20,52
"1759",1975,2,1,16,74
"1760",1975,1,1,14,44
"1761",1975,1,1,4,41
"1762",1975,2,1,12,54
"1763",1975,1,1,12,29
"1764",1975,1,1,6,51
"1765",1975,1,1,16,52
"1766",1975,2,1,18,43
"1767",1975,1,1,11,30
"1768",1975,2,1,13,26
"1769",1975,2,1,13,30
"1770",1975,1,1,12,39
"1771",1975,1,1,12,68
"1772",1975,1,1,14,42
"1773",1975,1,1,16,45
"1774",1975,2,1,10,29
"1775",1975,1,1,16,23
"1776",1975,2,1,13,50
"1777",1975,1,1,16,45
"1778",1975,2,1,13,32
"1779",1975,2,1,15,32
"1780",1975,1,1,14,34
"1781",1975,2,1,12,48
"1782",1975,2,1,8,62
"1783",1975,2,1,8,82
"1784",1975,2,1,12,61
"1785",1975,2,1,12,72
"1786",1975,2,1,12,49
"1787",1975,2,1,12,41
"1788",1975,2,1,8,68
"1789",1975,1,1,12,45
"1790",1975,2,1,12,56
"1791",1975,1,1,13,21
"1792",1975,2,1,9,46
"1793",1975,1,1,15,40
"1794",1975,2,1,12,59
"1795",1975,2,1,12,35
"1796",1975,2,1,18,67
"1797",1975,1,1,16,33
"1798",1975,2,1,12,44
"1799",1975,1,1,9,39
"1800",1975,2,1,12,29
"1801",1975,1,1,16,71
"1802",1975,2,1,8,84
"1803",1975,2,1,13,49
"1804",1975,1,1,16,35
"1805",1975,2,1,12,52
"1806",1975,2,1,13,46
"1807",1975,2,1,12,41
"1808",1975,1,1,12,33
"1809",1975,2,1,12,31
"1810",1975,2,1,16,30
"1811",1975,2,1,13,39
"1812",1975,2,1,12,58
"1813",1975,2,1,12,47
"1814",1975,1,1,19,59
"1815",1975,2,1,15,40
"1816",1975,1,1,12,25
"1817",1975,2,1,12,53
"1818",1975,2,1,10,59
"1819",1975,2,1,12,53
"1820",1975,1,1,8,80
"1821",1975,2,1,12,67
"1822",1975,2,1,16,32
"1823",1975,1,1,12,46
"1824",1975,2,1,12,67
"1825",1975,1,1,12,58
"1826",1975,1,1,8,62
"1827",1975,2,1,12,59
"1828",1975,2,1,6,68
"1829",1975,1,1,8,65
"1830",1975,2,1,12,26
"1831",1975,2,1,8,86
"1832",1975,1,1,12,52
"1833",1975,1,1,12,19
"1834",1975,2,1,12,43
"1835",1975,2,1,12,28
"1836",1975,2,1,8,59
"1837",1975,1,1,12,29
"1838",1975,2,1,12,25
"1839",1975,1,1,8,68
"1840",1975,2,1,10,47
"1841",1975,1,1,10,20
"1842",1975,2,1,7,40
"1843",1975,2,1,12,46
"1844",1975,2,1,10,43
"1845",1975,2,1,18,32
"1846",1975,1,1,19,32
"1847",1975,2,1,7,66
"1848",1975,2,1,7,81
"1849",1975,1,1,7,74
"1850",1975,2,1,13,64
"1851",1975,2,1,16,28
"1852",1975,1,1,20,32
"1853",1975,2,1,12,62
"1854",1975,2,1,5,72
"1855",1975,1,1,13,39
"1856",1975,2,2,10,41
"1857",1975,1,1,9,24
"1858",1975,1,1,11,54
"1859",1975,1,1,12,27
"1860",1975,1,1,12,23
"1861",1975,2,1,12,27
"1862",1975,2,1,13,27
"1863",1975,2,1,12,38
"1864",1975,1,1,8,24
"1865",1975,2,1,12,20
"1866",1975,1,1,5,49
"1867",1975,1,1,12,40
"1868",1975,2,1,15,32
"1869",1975,2,1,12,22
"1870",1975,2,1,12,25
"1871",1975,2,1,11,55
"1872",1975,1,1,12,37
"1873",1975,2,1,12,33
"1874",1975,2,1,13,40
"1875",1975,1,1,7,42
"1876",1975,1,1,11,42
"1877",1975,2,1,12,25
"1878",1975,1,1,12,69
"1879",1975,2,1,12,51
"1880",1975,2,1,14,32
"1881",1975,1,1,12,74
"1882",1975,1,1,17,28
"1883",1975,1,1,12,48
"1884",1975,1,1,11,32
"1885",1975,2,1,12,24
"1886",1975,2,2,12,62
"1887",1975,2,1,12,24
"1888",1975,1,1,12,35
"1889",1975,1,1,15,25
"1890",1975,1,1,10,55
"1891",1975,2,1,13,68
"1892",1975,1,1,12,70
"1893",1975,1,1,9,44
"1894",1975,1,1,11,52
"1895",1975,1,1,12,70
"1896",1975,2,1,12,22
"1897",1975,2,1,11,67
"1898",1975,2,1,12,27
"1899",1975,2,1,12,64
"1900",1975,2,1,11,22
"1901",1975,2,1,12,57
"1902",1975,2,1,12,20
"1903",1975,2,1,18,32
"1904",1975,2,1,12,46
"1905",1975,1,1,8,60
"1906",1975,1,1,8,68
"1907",1975,2,1,12,66
"1908",1975,2,1,7,74
"1909",1975,2,1,8,59
"1910",1975,2,1,10,89
"1911",1975,1,1,12,52
"1912",1975,2,1,8,76
"1913",1975,1,1,8,73
"1914",1975,1,1,12,64
