"","YEAR","SEX","RACE","EDUC","AGE"
"29725",1996,1,1,17,46
"29726",1996,1,1,14,65
"29727",1996,1,1,20,69
"29728",1996,2,1,12,25
"29729",1996,2,1,12,35
"29730",1996,1,3,17,52
"29731",1996,2,2,12,48
"29732",1996,2,1,12,44
"29733",1996,2,2,5,30
"29734",1996,1,2,10,20
"29735",1996,2,2,15,58
"29736",1996,1,2,13,39
"29737",1996,1,2,14,32
"29738",1996,1,1,16,43
"29739",1996,2,1,13,34
"29740",1996,2,1,20,55
"29741",1996,2,2,19,47
"29742",1996,2,1,12,39
"29743",1996,1,1,17,47
"29744",1996,1,1,13,19
"29745",1996,1,1,16,59
"29746",1996,2,1,16,42
"29747",1996,2,1,12,86
"29748",1996,2,1,12,82
"29749",1996,2,1,10,89
"29750",1996,2,1,14,87
"29751",1996,2,2,10,68
"29752",1996,2,1,19,53
"29753",1996,1,1,13,79
"29754",1996,2,1,16,24
"29755",1996,2,1,12,23
"29756",1996,2,1,16,31
"29757",1996,2,1,14,47
"29758",1996,1,1,17,48
"29759",1996,2,1,13,54
"29760",1996,1,1,17,54
"29761",1996,2,1,18,53
"29762",1996,1,1,17,49
"29763",1996,2,1,11,70
"29764",1996,1,1,8,62
"29765",1996,2,1,12,30
"29766",1996,2,1,16,51
"29767",1996,1,3,14,32
"29768",1996,2,1,16,84
"29769",1996,1,3,19,55
"29770",1996,1,1,10,72
"29771",1996,2,1,12,38
"29772",1996,2,1,12,65
"29773",1996,2,1,18,45
"29774",1996,2,1,14,40
"29775",1996,1,1,14,50
"29776",1996,1,3,9,36
"29777",1996,2,1,16,35
"29778",1996,2,1,15,62
"29779",1996,1,1,12,61
"29780",1996,2,1,14,30
"29781",1996,1,1,13,29
"29782",1996,1,1,18,79
"29783",1996,1,1,12,51
"29784",1996,2,1,9,34
"29785",1996,2,1,17,25
"29786",1996,2,1,12,28
"29787",1996,2,1,12,39
"29788",1996,1,1,13,28
"29789",1996,1,1,13,34
"29790",1996,2,1,11,66
"29791",1996,2,2,15,36
"29792",1996,1,1,12,59
"29793",1996,1,1,14,53
"29794",1996,2,2,16,35
"29795",1996,2,2,16,39
"29796",1996,1,2,14,37
"29797",1996,2,2,14,45
"29798",1996,1,1,12,41
"29799",1996,2,1,16,42
"29800",1996,1,1,18,57
"29801",1996,1,1,16,54
"29802",1996,1,1,16,41
"29803",1996,2,1,16,57
"29804",1996,2,1,12,46
"29805",1996,1,1,15,53
"29806",1996,1,1,15,53
"29807",1996,2,1,16,47
"29808",1996,1,1,16,65
"29809",1996,1,1,16,48
"29810",1996,2,1,16,41
"29811",1996,1,1,16,39
"29812",1996,1,1,16,47
"29813",1996,1,1,16,50
"29814",1996,1,1,12,19
"29815",1996,1,1,17,62
"29816",1996,1,1,16,24
"29817",1996,2,1,10,52
"29818",1996,1,1,16,40
"29819",1996,2,1,13,65
"29820",1996,1,1,12,42
"29821",1996,1,1,16,55
"29822",1996,1,1,14,62
"29823",1996,2,1,16,56
"29824",1996,1,1,16,36
"29825",1996,1,1,16,50
"29826",1996,1,1,16,33
"29827",1996,1,1,12,40
"29828",1996,1,1,12,43
"29829",1996,1,1,10,42
"29830",1996,1,1,11,38
"29831",1996,1,1,16,55
"29832",1996,1,1,16,29
"29833",1996,1,1,19,25
"29834",1996,2,1,7,19
"29835",1996,2,1,13,58
"29836",1996,2,2,7,49
"29837",1996,1,1,14,51
"29838",1996,2,1,14,32
"29839",1996,2,1,12,24
"29840",1996,1,1,14,59
"29841",1996,2,1,13,46
"29842",1996,2,1,11,46
"29843",1996,2,1,15,25
"29844",1996,1,1,16,64
"29845",1996,2,1,14,68
"29846",1996,1,1,14,36
"29847",1996,1,1,20,29
"29848",1996,1,1,10,64
"29849",1996,2,1,12,32
"29850",1996,2,1,18,43
"29851",1996,1,1,16,41
"29852",1996,2,1,14,28
"29853",1996,2,1,13,25
"29854",1996,2,1,14,30
"29855",1996,2,1,12,32
"29856",1996,1,1,13,22
"29857",1996,1,1,11,33
"29858",1996,2,1,10,34
"29859",1996,2,1,14,42
"29860",1996,2,1,8,74
"29861",1996,1,1,16,33
"29862",1996,2,1,12,47
"29863",1996,2,1,8,78
"29864",1996,2,1,8,33
"29865",1996,1,1,16,36
"29866",1996,1,1,12,54
"29867",1996,2,1,10,55
"29868",1996,2,1,14,34
"29869",1996,1,1,14,54
"29870",1996,2,1,15,82
"29871",1996,1,1,17,47
"29872",1996,1,1,12,70
"29873",1996,2,1,15,35
"29874",1996,1,2,9,48
"29875",1996,2,2,12,51
"29876",1996,2,2,14,43
"29877",1996,2,2,15,27
"29878",1996,1,2,12,27
"29879",1996,2,2,13,22
"29880",1996,2,1,11,32
"29881",1996,1,1,12,36
"29882",1996,2,1,12,26
"29883",1996,1,1,13,33
"29884",1996,1,1,13,23
"29885",1996,1,1,12,30
"29886",1996,2,2,13,30
"29887",1996,2,2,13,50
"29888",1996,2,2,12,54
"29889",1996,1,2,12,40
"29890",1996,1,1,6,68
"29891",1996,2,2,0,53
"29892",1996,1,2,11,19
"29893",1996,2,2,13,41
"29894",1996,2,2,12,56
"29895",1996,2,2,12,50
"29896",1996,2,1,18,48
"29897",1996,1,1,16,58
"29898",1996,2,1,12,60
"29899",1996,2,1,12,83
"29900",1996,2,1,14,23
"29901",1996,2,1,16,39
"29902",1996,1,1,16,61
"29903",1996,2,1,12,51
"29904",1996,2,1,11,33
"29905",1996,1,1,14,29
"29906",1996,2,1,14,29
"29907",1996,1,2,16,30
"29908",1996,1,1,10,72
"29909",1996,2,1,12,44
"29910",1996,1,1,12,25
"29911",1996,2,1,14,35
"29912",1996,2,1,12,80
"29913",1996,1,1,12,43
"29914",1996,2,1,12,84
"29915",1996,1,1,16,22
"29916",1996,1,1,20,26
"29917",1996,1,1,14,22
"29918",1996,2,1,20,45
"29919",1996,2,1,16,27
"29920",1996,2,1,16,33
"29921",1996,1,1,12,47
"29922",1996,2,1,15,23
"29923",1996,1,1,13,59
"29924",1996,1,1,17,30
"29925",1996,2,1,12,46
"29926",1996,1,1,16,31
"29927",1996,1,1,15,38
"29928",1996,2,1,12,45
"29929",1996,1,1,13,56
"29930",1996,2,1,16,49
"29931",1996,1,1,16,26
"29932",1996,1,1,12,44
"29933",1996,1,1,20,60
"29934",1996,2,1,17,48
"29935",1996,2,1,13,53
"29936",1996,1,1,20,50
"29937",1996,2,1,13,34
"29938",1996,1,1,17,51
"29939",1996,1,1,18,37
"29940",1996,2,1,15,44
"29941",1996,1,1,12,48
"29942",1996,1,1,17,49
"29943",1996,1,3,14,21
"29944",1996,2,1,14,23
"29945",1996,1,2,12,21
"29946",1996,2,1,13,23
"29947",1996,2,3,13,23
"29948",1996,2,2,15,26
"29949",1996,2,1,13,43
"29950",1996,1,1,15,22
"29951",1996,2,1,16,24
"29952",1996,1,1,16,26
"29953",1996,1,1,15,22
"29954",1996,2,1,16,24
"29955",1996,1,1,12,27
"29956",1996,1,1,15,22
"29957",1996,1,1,12,42
"29958",1996,1,1,12,20
"29959",1996,1,1,16,49
"29960",1996,1,3,16,27
"29961",1996,2,1,17,25
"29962",1996,1,1,12,21
"29963",1996,1,1,13,20
"29964",1996,1,1,13,31
"29965",1996,1,1,12,30
"29966",1996,1,3,6,36
"29967",1996,2,1,12,23
"29968",1996,1,1,18,37
"29969",1996,2,1,20,31
"29970",1996,2,1,20,53
"29971",1996,1,1,15,25
"29972",1996,2,1,13,28
"29973",1996,1,1,12,24
"29974",1996,1,1,13,26
"29975",1996,1,1,12,36
"29976",1996,1,1,12,34
"29977",1996,2,1,14,51
"29978",1996,1,1,14,35
"29979",1996,2,1,12,19
"29980",1996,1,1,20,54
"29981",1996,2,3,12,46
"29982",1996,1,3,12,19
"29983",1996,1,3,15,34
"29984",1996,1,1,20,74
"29985",1996,1,1,18,50
"29986",1996,2,1,18,36
"29987",1996,1,1,20,38
"29988",1996,1,1,20,36
"29989",1996,2,1,18,49
"29990",1996,1,1,14,60
"29991",1996,1,1,16,35
"29992",1996,2,2,16,27
"29993",1996,2,2,12,22
"29994",1996,2,2,11,54
"29995",1996,2,2,12,32
"29996",1996,2,2,13,30
"29997",1996,2,2,12,24
"29998",1996,2,2,10,26
"29999",1996,2,2,10,24
"30000",1996,1,1,8,61
"30001",1996,2,1,14,27
"30002",1996,2,1,12,29
"30003",1996,1,1,18,48
"30004",1996,1,1,12,78
"30005",1996,1,1,16,34
"30006",1996,1,1,14,21
"30007",1996,1,1,12,31
"30008",1996,2,1,16,32
"30009",1996,1,2,18,46
"30010",1996,2,1,12,31
"30011",1996,1,1,18,28
"30012",1996,2,1,16,38
"30013",1996,1,1,16,34
"30014",1996,1,1,15,51
"30015",1996,1,1,12,37
"30016",1996,1,1,12,76
"30017",1996,2,1,17,24
"30018",1996,1,1,12,47
"30019",1996,1,2,12,20
"30020",1996,2,2,16,45
"30021",1996,1,1,16,37
"30022",1996,2,1,13,73
"30023",1996,1,1,12,19
"30024",1996,2,1,12,37
"30025",1996,1,1,12,63
"30026",1996,2,1,4,65
"30027",1996,1,1,12,36
"30028",1996,1,1,12,22
"30029",1996,2,1,14,22
"30030",1996,2,1,9,54
"30031",1996,2,1,20,39
"30032",1996,1,1,14,26
"30033",1996,2,1,19,34
"30034",1996,1,1,12,68
"30035",1996,2,1,13,49
"30036",1996,2,1,16,42
"30037",1996,2,1,16,37
"30038",1996,2,1,17,65
"30039",1996,2,1,14,52
"30040",1996,2,3,18,37
"30041",1996,1,1,16,54
"30042",1996,2,1,14,38
"30043",1996,1,1,17,28
"30044",1996,2,1,16,29
"30045",1996,2,3,13,24
"30046",1996,2,1,16,23
"30047",1996,1,1,12,28
"30048",1996,1,1,12,39
"30049",1996,2,1,17,48
"30050",1996,2,1,16,34
"30051",1996,1,1,16,30
"30052",1996,2,1,17,29
"30053",1996,1,1,12,42
"30054",1996,2,1,17,47
"30055",1996,1,1,12,65
"30056",1996,2,1,16,45
"30057",1996,2,1,18,41
"30058",1996,1,1,14,60
"30059",1996,2,1,12,31
"30060",1996,2,1,13,49
"30061",1996,1,2,14,49
"30062",1996,2,1,12,27
"30063",1996,2,1,16,40
"30064",1996,2,1,14,44
"30065",1996,2,1,9,22
"30066",1996,2,1,12,83
"30067",1996,2,1,16,44
"30068",1996,1,1,16,27
"30069",1996,2,1,15,41
"30070",1996,1,1,12,21
"30071",1996,1,1,11,32
"30072",1996,2,1,13,56
"30073",1996,1,1,12,41
"30074",1996,1,1,13,30
"30075",1996,1,1,17,55
"30076",1996,2,1,13,37
"30077",1996,1,1,16,50
"30078",1996,2,1,16,43
"30079",1996,2,1,12,42
"30080",1996,2,1,20,30
"30081",1996,2,1,15,72
"30082",1996,2,1,13,72
"30083",1996,1,1,15,52
"30084",1996,1,1,6,76
"30085",1996,1,1,8,54
"30086",1996,2,1,12,75
"30087",1996,1,1,12,22
"30088",1996,2,1,9,89
"30089",1996,1,1,12,70
"30090",1996,2,1,12,60
"30091",1996,2,1,14,44
"30092",1996,2,1,12,35
"30093",1996,1,1,10,41
"30094",1996,2,1,12,49
"30095",1996,1,1,16,39
"30096",1996,2,1,14,31
"30097",1996,2,1,12,74
"30098",1996,2,1,11,38
"30099",1996,1,1,11,18
"30100",1996,1,1,18,47
"30101",1996,1,1,15,36
"30102",1996,2,1,11,34
"30103",1996,2,1,12,61
"30104",1996,2,1,17,24
"30105",1996,1,1,17,27
"30106",1996,1,1,12,67
"30107",1996,2,1,16,26
"30108",1996,1,1,12,33
"30109",1996,1,1,14,52
"30110",1996,2,1,12,48
"30111",1996,1,1,13,32
"30112",1996,2,1,16,23
"30113",1996,2,1,16,37
"30114",1996,1,1,12,63
"30115",1996,2,1,12,47
"30116",1996,1,1,16,49
"30117",1996,1,1,12,65
"30118",1996,2,1,12,27
"30119",1996,2,1,17,26
"30120",1996,2,1,13,52
"30121",1996,2,1,13,50
"30122",1996,1,1,12,52
"30123",1996,2,1,12,37
"30124",1996,1,2,12,26
"30125",1996,1,1,18,41
"30126",1996,2,1,16,44
"30127",1996,1,1,20,38
"30128",1996,2,2,17,23
"30129",1996,2,1,13,20
"30130",1996,1,1,10,22
"30131",1996,1,1,11,19
"30132",1996,1,1,12,52
"30133",1996,1,1,17,28
"30134",1996,2,1,13,36
"30135",1996,1,1,9,49
"30136",1996,1,1,12,28
"30137",1996,1,1,9,61
"30138",1996,1,1,15,29
"30139",1996,2,1,8,82
"30140",1996,2,1,12,47
"30141",1996,2,1,11,38
"30142",1996,2,1,12,26
"30143",1996,1,1,13,29
"30144",1996,2,1,14,28
"30145",1996,1,1,14,43
"30146",1996,2,2,14,46
"30147",1996,2,1,12,72
"30148",1996,2,1,13,70
"30149",1996,2,1,10,67
"30150",1996,2,1,12,41
"30151",1996,2,1,18,40
"30152",1996,1,1,12,45
"30153",1996,2,1,18,50
"30154",1996,2,1,20,54
"30155",1996,1,1,18,42
"30156",1996,1,1,12,41
"30157",1996,2,1,14,25
"30158",1996,2,1,12,52
"30159",1996,2,1,14,41
"30160",1996,2,1,12,78
"30161",1996,2,1,12,71
"30162",1996,2,3,12,45
"30163",1996,2,2,12,36
"30164",1996,2,2,13,28
"30165",1996,2,2,10,35
"30166",1996,2,2,12,41
"30167",1996,2,2,12,27
"30168",1996,2,3,11,25
"30169",1996,1,1,17,63
"30170",1996,2,1,15,43
"30171",1996,2,1,12,49
"30172",1996,2,1,12,44
"30173",1996,2,1,12,20
"30174",1996,1,1,16,79
"30175",1996,2,1,15,89
"30176",1996,1,1,12,65
"30177",1996,1,1,16,24
"30178",1996,2,1,9,33
"30179",1996,2,1,13,30
"30180",1996,1,1,12,25
"30181",1996,1,1,8,80
"30182",1996,2,1,14,25
"30183",1996,2,1,19,67
"30184",1996,2,1,12,33
"30185",1996,1,1,15,36
"30186",1996,1,1,5,64
"30187",1996,2,1,10,79
"30188",1996,2,1,9,42
"30189",1996,2,1,10,69
"30190",1996,2,1,12,39
"30191",1996,2,1,14,33
"30192",1996,1,1,8,53
"30193",1996,2,1,14,44
"30194",1996,2,1,12,51
"30195",1996,2,1,14,34
"30196",1996,1,1,9,73
"30197",1996,1,1,13,40
"30198",1996,1,1,15,43
"30199",1996,1,1,13,36
"30200",1996,1,1,12,68
"30201",1996,1,1,14,58
"30202",1996,1,1,16,50
"30203",1996,2,1,13,43
"30204",1996,2,1,18,50
"30205",1996,1,1,13,43
"30206",1996,2,1,12,77
"30207",1996,1,1,12,59
"30208",1996,1,1,16,46
"30209",1996,2,1,12,38
"30210",1996,2,1,16,56
"30211",1996,1,1,12,36
"30212",1996,1,1,14,44
"30213",1996,1,1,16,32
"30214",1996,2,1,12,24
"30215",1996,1,1,13,21
"30216",1996,2,1,14,78
"30217",1996,2,1,14,88
"30218",1996,2,1,12,77
"30219",1996,1,1,12,19
"30220",1996,1,1,10,45
"30221",1996,1,1,14,31
"30222",1996,2,1,14,55
"30223",1996,2,1,12,59
"30224",1996,2,1,8,30
"30225",1996,1,1,11,49
"30226",1996,1,1,12,33
"30227",1996,1,1,13,30
"30228",1996,2,1,12,45
"30229",1996,1,1,9,24
"30230",1996,2,1,13,44
"30231",1996,1,1,12,34
"30232",1996,1,2,12,36
"30233",1996,2,1,15,45
"30234",1996,2,1,12,48
"30235",1996,2,2,12,57
"30236",1996,2,2,10,28
"30237",1996,2,1,12,57
"30238",1996,2,1,16,47
"30239",1996,2,1,16,39
"30240",1996,2,1,18,38
"30241",1996,1,1,16,49
"30242",1996,2,1,16,48
"30243",1996,2,1,11,29
"30244",1996,1,1,12,21
"30245",1996,2,1,12,46
"30246",1996,2,1,10,80
"30247",1996,2,1,12,59
"30248",1996,1,1,8,66
"30249",1996,2,1,8,68
"30250",1996,2,1,18,25
"30251",1996,2,1,12,34
"30252",1996,1,2,12,24
"30253",1996,1,1,12,25
"30254",1996,1,1,12,42
"30255",1996,2,1,12,62
"30256",1996,2,1,12,65
"30257",1996,1,1,11,77
"30258",1996,2,1,12,36
"30259",1996,1,1,11,50
"30260",1996,1,1,12,48
"30261",1996,2,1,11,58
"30262",1996,2,1,15,64
"30263",1996,1,1,11,19
"30264",1996,1,1,11,52
"30265",1996,1,1,12,23
"30266",1996,1,1,15,34
"30267",1996,2,1,17,25
"30268",1996,1,1,12,49
"30269",1996,2,2,12,58
"30270",1996,1,1,17,43
"30271",1996,2,1,13,20
"30272",1996,2,1,14,49
"30273",1996,1,1,14,50
"30274",1996,1,1,12,20
"30275",1996,1,3,12,24
"30276",1996,2,1,12,44
"30277",1996,1,1,8,68
"30278",1996,2,1,12,59
"30279",1996,2,1,10,33
"30280",1996,1,1,14,45
"30281",1996,2,1,14,29
"30282",1996,2,1,6,70
"30283",1996,2,1,16,37
"30284",1996,2,1,12,66
"30285",1996,2,1,13,49
"30286",1996,2,1,12,47
"30287",1996,1,1,12,37
"30288",1996,1,1,15,48
"30289",1996,2,1,18,66
"30290",1996,1,1,14,35
"30291",1996,1,1,13,30
"30292",1996,2,1,9,31
"30293",1996,2,2,13,40
"30294",1996,2,2,12,21
"30295",1996,1,2,11,42
"30296",1996,1,1,17,58
"30297",1996,2,3,13,38
"30298",1996,2,1,8,23
"30299",1996,1,1,14,42
"30300",1996,2,1,11,25
"30301",1996,1,2,11,37
"30302",1996,1,1,16,62
"30303",1996,2,1,16,69
"30304",1996,2,1,12,64
"30305",1996,2,1,13,30
"30306",1996,2,1,12,29
"30307",1996,2,2,13,32
"30308",1996,2,1,13,51
"30309",1996,1,1,12,80
"30310",1996,2,1,12,79
"30311",1996,2,1,11,69
"30312",1996,1,2,12,59
"30313",1996,1,1,12,27
"30314",1996,2,2,12,66
"30315",1996,1,2,19,35
"30316",1996,1,2,12,41
"30317",1996,2,2,12,56
"30318",1996,1,1,12,38
"30319",1996,2,1,16,38
"30320",1996,2,1,15,65
"30321",1996,2,1,17,27
"30322",1996,2,2,12,41
"30323",1996,2,1,13,22
"30324",1996,1,1,14,44
"30325",1996,2,1,15,68
"30326",1996,2,1,12,38
"30327",1996,1,1,12,42
"30328",1996,2,1,12,74
"30329",1996,2,1,11,69
"30330",1996,2,1,9,87
"30331",1996,1,1,12,39
"30332",1996,1,1,12,34
"30333",1996,2,1,12,80
"30334",1996,2,1,18,45
"30335",1996,2,1,13,50
"30336",1996,2,1,18,48
"30337",1996,2,1,17,42
"30338",1996,1,1,12,54
"30339",1996,2,1,16,59
"30340",1996,1,1,14,68
"30341",1996,2,1,12,45
"30342",1996,2,1,15,43
"30343",1996,2,1,14,46
"30344",1996,1,1,18,51
"30345",1996,1,1,20,46
"30346",1996,1,1,12,48
"30347",1996,2,2,16,32
"30348",1996,2,2,19,28
"30349",1996,2,1,16,28
"30350",1996,1,1,12,30
"30351",1996,2,1,18,41
"30352",1996,2,1,11,69
"30353",1996,1,1,20,53
"30354",1996,1,1,17,26
"30355",1996,1,1,16,40
"30356",1996,2,2,14,20
"30357",1996,1,1,11,35
"30358",1996,2,1,9,30
"30359",1996,2,1,17,60
"30360",1996,2,2,12,31
"30361",1996,1,1,12,31
"30362",1996,2,2,16,38
"30363",1996,2,1,14,54
"30364",1996,1,1,11,75
"30365",1996,2,2,16,38
"30366",1996,1,1,12,58
"30367",1996,1,2,11,20
"30368",1996,1,1,12,77
"30369",1996,2,1,13,38
"30370",1996,1,1,12,44
"30371",1996,1,1,15,42
"30372",1996,2,1,12,34
"30373",1996,1,1,13,30
"30374",1996,1,1,12,49
"30375",1996,1,1,8,68
"30376",1996,1,1,13,51
"30377",1996,1,1,12,31
"30378",1996,2,1,13,36
"30379",1996,1,1,12,54
"30380",1996,1,1,14,26
"30381",1996,2,2,16,32
"30382",1996,2,2,13,21
"30383",1996,2,1,12,49
"30384",1996,2,1,13,34
"30385",1996,2,1,7,52
"30386",1996,2,1,12,25
"30387",1996,2,1,12,20
"30388",1996,1,1,12,25
"30389",1996,1,2,11,77
"30390",1996,2,1,14,64
"30391",1996,1,1,12,69
"30392",1996,2,1,10,18
"30393",1996,1,1,12,39
"30394",1996,2,1,12,24
"30395",1996,1,1,12,26
"30396",1996,1,1,12,26
"30397",1996,2,1,12,22
"30398",1996,2,1,10,33
"30399",1996,1,1,12,22
"30400",1996,1,1,16,54
"30401",1996,2,1,12,66
"30402",1996,1,1,14,46
"30403",1996,1,1,13,45
"30404",1996,1,1,16,45
"30405",1996,2,1,12,58
"30406",1996,1,1,18,47
"30407",1996,1,1,10,46
"30408",1996,1,1,16,52
"30409",1996,1,1,15,41
"30410",1996,1,1,12,70
"30411",1996,1,1,12,84
"30412",1996,1,1,8,89
"30413",1996,2,1,12,31
"30414",1996,1,1,3,64
"30415",1996,2,1,12,33
"30416",1996,2,1,16,28
"30417",1996,2,2,16,33
"30418",1996,1,3,20,40
"30419",1996,2,1,16,45
"30420",1996,2,1,15,35
"30421",1996,1,1,12,68
"30422",1996,1,1,18,49
"30423",1996,1,1,20,88
"30424",1996,1,1,20,57
"30425",1996,2,1,17,50
"30426",1996,1,1,19,62
"30427",1996,2,1,17,64
"30428",1996,1,1,16,59
"30429",1996,2,1,16,70
"30430",1996,2,1,18,53
"30431",1996,2,1,16,56
"30432",1996,2,1,20,46
"30433",1996,1,1,18,41
"30434",1996,1,1,19,38
"30435",1996,2,1,15,22
"30436",1996,2,1,15,32
"30437",1996,2,3,14,37
"30438",1996,2,1,12,47
"30439",1996,1,1,10,72
"30440",1996,2,2,13,34
"30441",1996,1,1,12,29
"30442",1996,2,1,16,30
"30443",1996,2,1,12,62
"30444",1996,1,1,13,34
"30445",1996,1,1,19,44
"30446",1996,1,1,12,52
"30447",1996,2,1,15,42
"30448",1996,2,1,12,36
"30449",1996,1,3,5,72
"30450",1996,2,1,12,40
"30451",1996,2,1,15,46
"30452",1996,2,1,16,44
"30453",1996,2,1,16,42
"30454",1996,1,1,18,26
"30455",1996,2,1,18,23
"30456",1996,2,1,15,41
"30457",1996,2,1,15,24
"30458",1996,1,1,13,28
"30459",1996,2,1,15,34
"30460",1996,1,1,16,33
"30461",1996,2,1,19,48
"30462",1996,1,1,14,45
"30463",1996,1,1,14,43
"30464",1996,1,1,12,46
"30465",1996,1,1,12,63
"30466",1996,1,1,12,28
"30467",1996,1,1,13,71
"30468",1996,1,1,13,33
"30469",1996,1,1,12,40
"30470",1996,2,1,15,31
"30471",1996,1,1,20,78
"30472",1996,1,1,17,37
"30473",1996,2,1,15,42
"30474",1996,2,1,18,62
"30475",1996,2,1,20,41
"30476",1996,1,1,12,61
"30477",1996,2,1,8,72
"30478",1996,2,1,11,32
"30479",1996,2,1,13,32
"30480",1996,2,1,12,86
"30481",1996,2,1,20,66
"30482",1996,1,1,20,58
"30483",1996,2,1,14,69
"30484",1996,1,1,12,58
"30485",1996,1,1,16,63
"30486",1996,1,1,17,33
"30487",1996,2,1,12,70
"30488",1996,1,1,16,53
"30489",1996,1,1,14,26
"30490",1996,2,1,16,25
"30491",1996,1,1,16,57
"30492",1996,2,1,12,59
"30493",1996,1,1,6,57
"30494",1996,2,1,16,49
"30495",1996,1,1,14,61
"30496",1996,2,1,12,40
"30497",1996,1,2,14,57
"30498",1996,1,2,12,26
"30499",1996,2,2,16,42
"30500",1996,1,2,10,57
"30501",1996,2,2,12,50
"30502",1996,2,2,11,60
"30503",1996,1,2,12,62
"30504",1996,2,1,12,33
"30505",1996,1,1,15,24
"30506",1996,2,1,12,23
"30507",1996,1,1,16,30
"30508",1996,1,1,12,80
"30509",1996,2,1,12,85
"30510",1996,2,1,14,36
"30511",1996,1,1,11,30
"30512",1996,1,1,13,49
"30513",1996,1,1,12,40
"30514",1996,1,1,20,45
"30515",1996,1,1,15,37
"30516",1996,2,1,16,35
"30517",1996,1,1,12,46
"30518",1996,1,1,12,74
"30519",1996,1,3,18,35
"30520",1996,1,1,12,39
"30521",1996,2,1,12,45
"30522",1996,2,1,12,64
"30523",1996,1,1,13,67
"30524",1996,1,1,9,58
"30525",1996,1,1,18,67
"30526",1996,1,3,11,31
"30527",1996,2,1,12,53
"30528",1996,2,1,14,33
"30529",1996,1,1,13,39
"30530",1996,1,1,16,46
"30531",1996,2,1,13,44
"30532",1996,2,1,16,26
"30533",1996,2,1,17,43
"30534",1996,2,1,13,38
"30535",1996,2,1,18,40
"30536",1996,1,1,14,28
"30537",1996,2,1,16,24
"30538",1996,1,1,17,24
"30539",1996,1,1,16,23
"30540",1996,1,1,12,83
"30541",1996,2,1,13,32
"30542",1996,2,1,20,63
"30543",1996,2,1,16,70
"30544",1996,2,1,17,38
"30545",1996,2,1,12,72
"30546",1996,2,1,14,45
"30547",1996,2,1,12,63
"30548",1996,2,1,13,31
"30549",1996,1,1,16,27
"30550",1996,1,1,13,29
"30551",1996,2,1,12,30
"30552",1996,1,1,14,48
"30553",1996,1,1,8,26
"30554",1996,1,1,9,23
"30555",1996,2,3,12,37
"30556",1996,1,1,10,27
"30557",1996,2,1,12,47
"30558",1996,1,2,12,66
"30559",1996,1,1,13,45
"30560",1996,1,1,12,56
"30561",1996,1,1,9,21
"30562",1996,1,3,12,42
"30563",1996,2,1,12,43
"30564",1996,2,1,16,25
"30565",1996,2,1,4,74
"30566",1996,2,1,18,36
"30567",1996,2,1,11,36
"30568",1996,2,1,12,21
"30569",1996,1,1,17,30
"30570",1996,2,1,12,56
"30571",1996,2,1,11,42
"30572",1996,2,1,14,26
"30573",1996,1,1,12,32
"30574",1996,1,1,12,21
"30575",1996,1,1,11,43
"30576",1996,1,1,16,42
"30577",1996,2,1,7,60
"30578",1996,2,1,16,61
"30579",1996,1,1,12,37
"30580",1996,2,1,12,70
"30581",1996,2,1,13,67
"30582",1996,2,1,13,20
"30583",1996,2,1,14,72
"30584",1996,2,1,17,49
"30585",1996,2,1,13,85
"30586",1996,2,1,16,36
"30587",1996,1,1,18,55
"30588",1996,2,1,14,26
"30589",1996,1,1,15,25
"30590",1996,2,1,12,70
"30591",1996,1,1,15,24
"30592",1996,2,1,17,37
"30593",1996,2,1,12,63
"30594",1996,1,1,16,50
"30595",1996,2,3,12,24
"30596",1996,1,1,12,69
"30597",1996,1,1,12,47
"30598",1996,2,1,12,63
"30599",1996,1,1,12,22
"30600",1996,2,2,9,70
"30601",1996,2,1,16,26
"30602",1996,1,1,6,63
"30603",1996,1,1,12,38
"30604",1996,1,1,12,61
"30605",1996,1,1,8,71
"30606",1996,1,1,20,49
"30607",1996,1,1,18,52
"30608",1996,1,1,11,70
"30609",1996,1,1,16,70
"30610",1996,1,1,13,89
"30611",1996,2,1,14,57
"30612",1996,2,1,16,52
"30613",1996,2,2,10,73
"30614",1996,1,1,10,83
"30615",1996,1,1,10,52
"30616",1996,2,2,8,51
"30617",1996,2,2,15,33
"30618",1996,1,1,14,30
"30619",1996,2,1,14,24
"30620",1996,2,1,14,31
"30621",1996,1,1,9,62
"30622",1996,1,1,9,70
"30623",1996,2,1,14,39
"30624",1996,2,1,12,70
"30625",1996,1,2,13,49
"30626",1996,2,1,14,30
"30627",1996,1,1,12,33
"30628",1996,2,1,13,40
"30629",1996,1,1,14,49
"30630",1996,2,1,16,22
"30631",1996,2,1,19,29
"30632",1996,2,1,14,26
"30633",1996,2,1,15,42
"30634",1996,2,1,7,68
"30635",1996,2,1,11,50
"30636",1996,2,1,16,34
"30637",1996,2,1,12,74
"30638",1996,2,1,12,59
"30639",1996,1,1,14,48
"30640",1996,2,1,13,89
"30641",1996,1,1,13,53
"30642",1996,1,2,9,47
"30643",1996,1,1,13,28
"30644",1996,2,1,14,22
"30645",1996,2,1,12,28
"30646",1996,1,1,16,42
"30647",1996,1,1,18,56
"30648",1996,1,1,20,53
"30649",1996,1,1,17,74
"30650",1996,2,1,18,70
"30651",1996,1,1,14,62
"30652",1996,2,1,12,45
"30653",1996,2,1,17,74
"30654",1996,1,1,20,76
"30655",1996,2,1,13,38
